Author ID,Paper ID,Title,Author Name
brac_author_1405,brac_paper_712,2022 IEEE 13th Annual Information Technology,Steganography
brac_author_1406,brac_paper_713,2441--2446,2022 IEEE Wireless Communications
brac_author_1407,brac_paper_713,2441--2446,Networking Conference (WCNC)
brac_author_1408,brac_paper_714,2022. DOI,2022 10th International Conference on Affective Computing
brac_author_1409,brac_paper_714,2022. DOI,Intelligent Interaction (ACII)
brac_author_1408,brac_paper_715,1--8,2022 10th International Conference on Affective Computing
brac_author_1410,brac_paper_715,1--8,Intelligent Interaction (ACII
brac_author_228,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,Sazan Mahbub
brac_author_229,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,Shashata Sawmya
brac_author_230,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,Arpita Saha
brac_author_164,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,Rezwana Reaz
brac_author_150,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,M Sohel Rahman
brac_author_17,brac_paper_716,QT-GILD: Quartet Based Gene Tree Imputation Using Deep Learning Improves Phylogenomic Analyses Despite Missing Data,Md Shamsuzzoha Bayzid
brac_author_317,brac_paper_717,k-Safe Labelings of Connected Graphs,Protik Bose Pranto
brac_author_311,brac_paper_717,k-Safe Labelings of Connected Graphs,Bishal Basak Papan
brac_author_318,brac_paper_717,k-Safe Labelings of Connected Graphs,Md Saidur Rahman
brac_author_1290,brac_paper_718,465-471,International IEEE Conference on Signal-Image Technologies
brac_author_1291,brac_paper_718,465-471,Internet-Based System
brac_author_611,brac_paper_719,ACM,Systems
brac_author_204,brac_paper_719,ACM,Security
brac_author_1305,brac_paper_720,IEEE Real-Time Systems Symposium,Shareef Ahmed
brac_author_1306,brac_paper_720,IEEE Real-Time Systems Symposium,James H. Anderson
brac_author_1411,brac_paper_720,IEEE Real-Time Systems Symposium,Exact Response-Time Bounds of Periodic DAG Tasks under Server-Based Global Scheduling
brac_author_1412,brac_paper_721,Fast Support Vector Machine Using Singular Value Decomposition,Sabuj Laskar
brac_author_174,brac_paper_721,Fast Support Vector Machine Using Singular Value Decomposition,Muhammad Abdullah Adnan
brac_author_1413,brac_paper_722,Detecting Fake Co-visitation Injection Attack in Graph-based Recommendation Systems,Tropa Mahmood
brac_author_174,brac_paper_722,Detecting Fake Co-visitation Injection Attack in Graph-based Recommendation Systems,Muhammad Abdullah Adnan
brac_author_1414,brac_paper_723,2022.,European Conference on Machine Learning
brac_author_1415,brac_paper_723,2022.,Principles
brac_author_1416,brac_paper_723,2022.,Practice of Knowledge Discovery in Databases (ECML PKDD)
brac_author_1417,brac_paper_724,603-607,COMPASS '22: ACM SIGCAS/SIGCHI Conference on Computing
brac_author_1368,brac_paper_724,603-607,Sustainable Societies (COMPASS)
brac_author_76,brac_paper_725,Sadia Sharmin,Rudaiba Adnin
brac_author_329,brac_paper_725,Sadia Sharmin,Sadia Afroz
brac_author_1418,brac_paper_725,Sadia Sharmin,Montaser Majid Taseen
brac_author_1307,brac_paper_726,10:1--10:25,Zelin Tong
brac_author_1305,brac_paper_726,10:1--10:25,Shareef Ahmed
brac_author_1306,brac_paper_726,10:1--10:25,James H. Anderson
brac_author_1419,brac_paper_726,10:1--10:25,Overrun-Resilient Multiprocessor Real-Time Locking
brac_author_1420,brac_paper_726,10:1--10:25,34th Euromicro Conference on Real-Time Systems (ECRTS 2022)
brac_author_1421,brac_paper_726,10:1--10:25,231
brac_author_71,brac_paper_727,IEEE 46th COMPSAC,Jamalia Sultana
brac_author_72,brac_paper_727,IEEE 46th COMPSAC,Mahmuda Naznin
brac_author_1422,brac_paper_727,IEEE 46th COMPSAC,Breaking the Barrier with a Multi-Domain SER
brac_author_1356,brac_paper_728,CacheQueue: Efficient Cache Queue Usage in a NDN,Dipannoy Das Gupta
brac_author_1423,brac_paper_728,CacheQueue: Efficient Cache Queue Usage in a NDN,Pranta Biswas
brac_author_72,brac_paper_728,CacheQueue: Efficient Cache Queue Usage in a NDN,Mahmuda Naznin
brac_author_1424,brac_paper_729,Fault Tolerant Multiple Dominating Set Constructions for Wireless Ad-hoc Networks,Khaleda Akther Papry
brac_author_49,brac_paper_729,Fault Tolerant Multiple Dominating Set Constructions for Wireless Ad-hoc Networks,Ashikur Rahman
brac_author_1425,brac_paper_730,"Algorithms for Intelligent Systems,",Proc. of 2nd International Conference on Artificial Intelligence: Advances
brac_author_603,brac_paper_730,"Algorithms for Intelligent Systems,",Applications
brac_author_1279,brac_paper_731,Israt Jahan Mouri,Muhammad Ridowan
brac_author_174,brac_paper_731,Israt Jahan Mouri,Muhammad Abdullah Adnan
brac_author_121,brac_paper_732,Mathematical Foundations in Bioinformatics (MatBio),Inferring Optimal Species Trees in the Presence of Gene Duplication
brac_author_1426,brac_paper_732,Mathematical Foundations in Bioinformatics (MatBio),Loss: Beyond Rooted Gene Trees.
brac_author_1427,brac_paper_733,851--860,6th International Congress on Information
brac_author_1428,brac_paper_733,851--860,Communication Technology (ICICT
brac_author_202,brac_paper_734,Towards an Attention-Based Accurate Intrusion Detection Approach,Md Shohrab Hossain
brac_author_1275,brac_paper_734,Towards an Attention-Based Accurate Intrusion Detection Approach,Suryadipta Majumdar
brac_author_401,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,Sajeda Akter
brac_author_402,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,Sriram Chellappan
brac_author_403,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,Tusher Chakraborty
brac_author_189,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,Taslim Arefin Khan
brac_author_49,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,Ashikur Rahman
brac_author_108,brac_paper_735,Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design,A. B. M. Alim Al Islam
brac_author_1365,brac_paper_736,2021.,Evolution
brac_author_1366,brac_paper_736,2021.,Reengineering (SANER)
brac_author_357,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Masum Hasan
brac_author_1429,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Tanveer Muttaqueen
brac_author_1430,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Abdullah Al Ishtiaq
brac_author_1431,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Kazi Sajeed Mehrab
brac_author_1432,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Md. Mahim Anjum Haque
brac_author_685,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Tahmid Hasan
brac_author_1433,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Wasi Ahmad
brac_author_358,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Anindya Iqbal
brac_author_519,brac_paper_737,CoDesc: A Large Code–Description Parallel Dataset,Rifat Shahriyar
brac_author_611,brac_paper_738,40--49,Systems
brac_author_204,brac_paper_738,40--49,Security
brac_author_190,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,Tarik Reza Toha
brac_author_192,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,Masfiqur Rahaman
brac_author_191,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,Saiful Islam Salim
brac_author_395,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,Mainul Hossain
brac_author_1434,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,Arif Mohaimin Sadri
brac_author_186,brac_paper_739,DhakaNet: Unstructured Vehicle Detection using Limited Computational Resources,and A. B. M. Alim Al Islam
brac_author_1435,brac_paper_740,2021 24th International Conference on Computer and Information Technology (ICCIT),Feature
brac_author_1436,brac_paper_740,2021 24th International Conference on Computer and Information Technology (ICCIT),Performance Based Comparative Study on Serverless Frameworks
brac_author_1437,brac_paper_741,6848-6853,2021 IEEE/RSJ International Conference on Intelligent Robots
brac_author_1438,brac_paper_741,6848-6853,Systems (IROS)
brac_author_1439,brac_paper_742,Ubiquitous Networking: 7th International Symposium,A novel approach to manage ownership
brac_author_1440,brac_paper_742,Ubiquitous Networking: 7th International Symposium,VAT using blockchain-based digital identity
brac_author_1441,brac_paper_743,1--6,2021 IEEE international black sea conference on communications
brac_author_1442,brac_paper_743,1--6,networking (BlackSeaCom)
brac_author_1443,brac_paper_744,Intl Conf on Pervasive Intelligence and Computing,Autonomic
brac_author_31,brac_paper_744,Intl Conf on Pervasive Intelligence and Computing,Secure Computing
brac_author_1444,brac_paper_745,0553--0558,Electronics
brac_author_1445,brac_paper_745,0553--0558,Mobile Communication Conference (IEMCON)
brac_author_1446,brac_paper_746,41--50,Privacy
brac_author_1447,brac_paper_746,41--50,Security in Intelligent Systems
brac_author_1448,brac_paper_746,41--50,Applications (TPS-ISA)
brac_author_1449,brac_paper_747,11--19,analytics
brac_author_1450,brac_paper_747,11--19,cloud)(I-SMAC)
brac_author_1451,brac_paper_748,The 5th International Conference on Future Networks & Distributed Systems,Faisal Bin Ashraf
brac_author_164,brac_paper_748,The 5th International Conference on Future Networks & Distributed Systems,Rezwana Reaz
brac_author_1452,brac_paper_748,The 5th International Conference on Future Networks & Distributed Systems,IoT-Blockchain in Remote Patient Monitoring
brac_author_1365,brac_paper_749,318--329,Evolution
brac_author_1366,brac_paper_749,318--329,Reengineering (SANER)
brac_author_1453,brac_paper_750,Sadia Afroz,Md Abdullah Al Alamin
brac_author_1454,brac_paper_750,Sadia Afroz,Sanjay Malakar
brac_author_1304,brac_paper_750,Sadia Afroz,Gias Uddin
brac_author_1455,brac_paper_751,2020 2nd International Conference on Advanced Information,Fauhat Ali Khan Panni
brac_author_296,brac_paper_751,2020 2nd International Conference on Advanced Information,Abu Sayed Md Latiful Hoque
brac_author_1456,brac_paper_751,2020 2nd International Conference on Advanced Information,A Model for Automatic Partial Evaluation of SQL Queries
brac_author_1457,brac_paper_752,Abu Sayed Md. Latiful Hoque,Raihan Mia
brac_author_1458,brac_paper_752,Abu Sayed Md. Latiful Hoque,Anwar Hossin Zahid
brac_author_1272,brac_paper_752,Abu Sayed Md. Latiful Hoque,Bipul Chandra Dev Nath
brac_author_148,brac_paper_753,the 8th NSysS,Nabil Ibtehaz
brac_author_72,brac_paper_753,the 8th NSysS,Mahmuda Naznin
brac_author_1459,brac_paper_753,the 8th NSysS,Determining Confused Brain Activity from EEG Sensor Signals
brac_author_1460,brac_paper_754,On age prediction from facial images in presence of facial expressions,Md. Shahedul Haque Shawon
brac_author_1461,brac_paper_754,On age prediction from facial images in presence of facial expressions,Sagor Biswas
brac_author_1462,brac_paper_754,On age prediction from facial images in presence of facial expressions,Nirob Arefin
brac_author_1463,brac_paper_754,On age prediction from facial images in presence of facial expressions,Tanmoy Sarkar Pias
brac_author_49,brac_paper_754,On age prediction from facial images in presence of facial expressions,Ashikur Rahman
brac_author_1464,brac_paper_755,iNote: A Low Cost Banknote Recognition System for Visually Impaired Persons,Md. Shanjinur Islam
brac_author_49,brac_paper_755,iNote: A Low Cost Banknote Recognition System for Visually Impaired Persons,Ashikur Rahman
brac_author_1465,brac_paper_756,A Target-Oriented Conflict Graph-based Approach for the Coverage Problem in Directional Sensor Networks,Syeda Farzia Afroze
brac_author_49,brac_paper_756,A Target-Oriented Conflict Graph-based Approach for the Coverage Problem in Directional Sensor Networks,Ashikur Rahman
brac_author_1466,brac_paper_757,ESEM 2021,15th ACM/IEEE International Symposium on Empirical Software Engineering
brac_author_1467,brac_paper_757,ESEM 2021,Measurement
brac_author_685,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Tahmid Hasan
brac_author_1346,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Abhik Bhattacharjee
brac_author_82,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Md Saiful Islam
brac_author_1468,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Kazi Samin
brac_author_1348,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Yuan-Fang Li
brac_author_314,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Yong-Bin Kang
brac_author_180,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,M. Sohel Rahman
brac_author_519,brac_paper_758,XL-Sum: Large Scale Multilingual Abstractive Summarization for 44 Languages,Rifat Shahriyar
brac_author_357,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Masum Hasan
brac_author_1429,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Tanveer Muttaqueen
brac_author_1430,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Abdullah Al Ishtiaq
brac_author_1431,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Kazi Sajeed Mehrab
brac_author_1432,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Md. Mahim Anjum Haque
brac_author_685,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Tahmid Hasan
brac_author_1347,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Wasi Uddin Ahmad
brac_author_358,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Anindya Iqbal
brac_author_519,brac_paper_759,CoDesc: A Large Code–Description Parallel Dataset,Rifat Shahriyar
brac_author_1469,brac_paper_760,COMPSAC 2021,2021 IEEE 45th Annual Computer Software
brac_author_1470,brac_paper_760,COMPSAC 2021,Applications Conference
brac_author_1471,brac_paper_761,Proceedings of the 17th International Workshop on Data Management on New Hardware (DaMoN),Tarikul Islam Papon
brac_author_1472,brac_paper_761,Proceedings of the 17th International Workshop on Data Management on New Hardware (DaMoN),Manos Athanassoulis
brac_author_1473,brac_paper_761,Proceedings of the 17th International Workshop on Data Management on New Hardware (DaMoN),A Parametric I/O Model for Modern Storage Devices
brac_author_1471,brac_paper_762,Conference on Innovative Data Systems Research (CIDR),Tarikul Islam Papon
brac_author_1472,brac_paper_762,Conference on Innovative Data Systems Research (CIDR),Manos Athanassoulis
brac_author_1474,brac_paper_762,Conference on Innovative Data Systems Research (CIDR),The Need for a New I/O Model
brac_author_1021,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Md Kamrul Hasan
brac_author_1475,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,James Spann
brac_author_357,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Masum Hasan
brac_author_82,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Md Saiful Islam
brac_author_1476,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Kurtis Haut
brac_author_1477,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Rada Mihalcea
brac_author_91,brac_paper_763,Hitting your MARQ: Multimodal ARgument Quality Assessment in Long Debate Video,Ehsan Hoque
brac_author_1444,brac_paper_764,997-1002,Electronics
brac_author_1445,brac_paper_764,997-1002,Mobile Communication Conference (IEMCON)
brac_author_320,brac_paper_765,,Mahim Mahbub
brac_author_174,brac_paper_765,,Muhammad Abdullah Adnan
brac_author_685,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Tahmid Hasan
brac_author_1346,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Abhik Bhattacharjee
brac_author_82,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Md Saiful Islam
brac_author_1468,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Kazi Samin
brac_author_1348,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Yuan-Fang Li
brac_author_314,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Yong-Bin Kang
brac_author_150,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,M Sohel Rahman
brac_author_519,brac_paper_766,XL-Sum: Large-Scale Multilingual Abstractive Summarization for 44 Languages,Rifat Shahriyar
brac_author_1478,brac_paper_767,1,ACM SIGCAS Conference on Computing
brac_author_1368,brac_paper_767,1,Sustainable Societies (COMPASS)
brac_author_1479,brac_paper_768,278-291,2021 IEEE 27th Real-Time
brac_author_1480,brac_paper_768,278-291,Embedded Technology
brac_author_1481,brac_paper_768,278-291,Applications Symposium (RTAS)
brac_author_1305,brac_paper_769,11:1--11:24,Shareef Ahmed
brac_author_1306,brac_paper_769,11:1--11:24,James H. Anderson
brac_author_1482,brac_paper_769,11:1--11:24,Tight Tardiness Bounds for Pseudo-Harmonic Tasks Under Global-EDF-Like Schedulers
brac_author_1483,brac_paper_769,11:1--11:24,33rd Euromicro Conference on Real-Time Systems (ECRTS 2021)
brac_author_1484,brac_paper_769,11:1--11:24,196
brac_author_1485,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Rahman Rifat
brac_author_1486,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Rahman Md. Rishadur
brac_author_1487,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Tripto Nafis Irtiza
brac_author_306,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Ali Mohammed Eunus
brac_author_1488,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Apon Sajid Hasan
brac_author_285,brac_paper_770,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescent Sexual and Reproductive Health Problems in Bangladesh,Shahriyar Rifat
brac_author_1489,brac_paper_771,37th IEEE International Conference on Data Engineering,A Privacy-Enhanced
brac_author_1490,brac_paper_771,37th IEEE International Conference on Data Engineering,Personalized Safe Route Planner with Crowdsourced Data
brac_author_1491,brac_paper_771,37th IEEE International Conference on Data Engineering,Computation
brac_author_1365,brac_paper_772,SANER 2021,Evolution
brac_author_1492,brac_paper_772,SANER 2021,Reengineering
brac_author_1493,brac_paper_773,ACM CHI Conference on Human Factors in Computing Systems,AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescence Sexual
brac_author_1494,brac_paper_773,ACM CHI Conference on Human Factors in Computing Systems,Reproductive Health Problems in Bangladesh
brac_author_1495,brac_paper_774,An Integrated Inspection and Visualization Tool for Accurate Android Collusive Malware Detection,Kanak Das
brac_author_26,brac_paper_774,An Integrated Inspection and Visualization Tool for Accurate Android Collusive Malware Detection,Md. Shohrab Hossain
brac_author_1496,brac_paper_775,An Optimized Decision Tree based Android Malware Detection Approach using Machine Learning,Suzzana Rafi
brac_author_26,brac_paper_775,An Optimized Decision Tree based Android Malware Detection Approach using Machine Learning,Md. Shohrab Hossain
brac_author_1497,brac_paper_776,Network Intrusion Detection System based on Conditional Variational Laplace AutoEncoder,. Azmin
brac_author_118,brac_paper_776,Network Intrusion Detection System based on Conditional Variational Laplace AutoEncoder,A. B. M. A. A. Islam
brac_author_1498,brac_paper_777,Scaling Up Bit-Flip Quantum Error Correction,F. Feroz
brac_author_118,brac_paper_777,Scaling Up Bit-Flip Quantum Error Correction,A. B. M. A. A. Islam
brac_author_611,brac_paper_778,63-–73,Systems
brac_author_204,brac_paper_778,63-–73,Security
brac_author_1499,brac_paper_779,and A. B. M. A. A. Islam,S. I. Salim
brac_author_1500,brac_paper_779,and A. B. M. A. A. Islam,A. Quaium
brac_author_1501,brac_paper_779,and A. B. M. A. A. Islam,S. Chellappan
brac_author_1502,brac_paper_780,Husnu S Narman,Md Shohel Khan
brac_author_1503,brac_paper_780,Husnu S Narman,Ajoy Das
brac_author_202,brac_paper_780,Husnu S Narman,Md Shohrab Hossain
brac_author_1504,brac_paper_781,Detection of undesired events on real-world scada power system through process monitoring,Md Turab Hossain
brac_author_202,brac_paper_781,Detection of undesired events on real-world scada power system through process monitoring,Md Shohrab Hossain
brac_author_1505,brac_paper_781,Detection of undesired events on real-world scada power system through process monitoring,Husnu S Narman
brac_author_1506,brac_paper_782,1--6,2020 30th International Telecommunication Networks
brac_author_1507,brac_paper_782,1--6,Applications Conference (ITNAC)
brac_author_1506,brac_paper_783,1--7,2020 30th International Telecommunication Networks
brac_author_1507,brac_paper_783,1--7,Applications Conference (ITNAC)
brac_author_1508,brac_paper_784,GLOBECOM 2020-2020 IEEE Global Communications Conference,Communication
brac_author_1509,brac_paper_784,GLOBECOM 2020-2020 IEEE Global Communications Conference,computation offloading for 5G V2X: Modeling
brac_author_1510,brac_paper_784,GLOBECOM 2020-2020 IEEE Global Communications Conference,optimization
brac_author_1511,brac_paper_785,Networking and Services,Proceedings of the 16th EAI International Conference on Mobile
brac_author_1289,brac_paper_785,Networking and Services,Ubiquitous Systems: Computing
brac_author_1511,brac_paper_786,Networking and Services,Proceedings of the 16th EAI International Conference on Mobile
brac_author_1289,brac_paper_786,Networking and Services,Ubiquitous Systems: Computing
brac_author_160,brac_paper_787,A multi-objective metaheuristic approach for accurate species tree estimation,Nayeem Muhammad Ali
brac_author_477,brac_paper_787,A multi-objective metaheuristic approach for accurate species tree estimation,Bayzid Md Shamsuzzoha
brac_author_1512,brac_paper_787,A multi-objective metaheuristic approach for accurate species tree estimation,Chakravarty Sakshar
brac_author_514,brac_paper_787,A multi-objective metaheuristic approach for accurate species tree estimation,Rahman Mohammad Saifur
brac_author_14,brac_paper_787,A multi-objective metaheuristic approach for accurate species tree estimation,Rahman M Sohel
brac_author_1513,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Md. Imtiyaz Hossain
brac_author_1514,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Sakib Eshrak
brac_author_1515,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Minhaj Jami Auvik
brac_author_1516,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Syed Faiz Nasim
brac_author_51,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Raqeebir Rab
brac_author_49,brac_paper_788,Efficient Feature Selection for Detecting Botnets based on Network Traffic and Behavior Analysis,Ashikur Rahman
brac_author_1517,brac_paper_789,A Machine Learning based Approach for Protecting Wireless Networks Against DoS Attacks,Yeaseen Arafat
brac_author_1518,brac_paper_789,A Machine Learning based Approach for Protecting Wireless Networks Against DoS Attacks,Kazi Samin Yeaser
brac_author_49,brac_paper_789,A Machine Learning based Approach for Protecting Wireless Networks Against DoS Attacks,Ashikur Rahman
brac_author_1519,brac_paper_789,A Machine Learning based Approach for Protecting Wireless Networks Against DoS Attacks,Arnab Dasgupta
brac_author_1520,brac_paper_790,Lethe: A tunable delete-aware LSM engine,Subhadeep Sarkar
brac_author_1471,brac_paper_790,Lethe: A tunable delete-aware LSM engine,Tarikul Islam Papon
brac_author_1521,brac_paper_790,Lethe: A tunable delete-aware LSM engine,Dimitris Staratzis
brac_author_1472,brac_paper_790,Lethe: A tunable delete-aware LSM engine,Manos Athanassoulis
brac_author_1522,brac_paper_791,2020.,The 2020 IEEE/WIC/ACM International Joint Conference on Web Intelligence
brac_author_1523,brac_paper_791,2020.,Intelligent Agent Technology (WI-IAT'20)
brac_author_661,brac_paper_792,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,Shadman Saqib Eusuf
brac_author_1524,brac_paper_792,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,Kazi Ashik Islam
brac_author_60,brac_paper_792,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,Mohammed Eunus Ali
brac_author_1525,brac_paper_792,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,Sifat Muhammad Abdullah
brac_author_1526,brac_paper_792,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,Abdus Salam Azad
brac_author_1527,brac_paper_793,A Unified Approach to Quantitatively Measure the Similarity of Computer Science Units in Australia,Sameera Jayaratna
brac_author_1528,brac_paper_793,A Unified Approach to Quantitatively Measure the Similarity of Computer Science Units in Australia,Timos Sellis
brac_author_1529,brac_paper_793,A Unified Approach to Quantitatively Measure the Similarity of Computer Science Units in Australia,Caslon Chua
brac_author_60,brac_paper_793,A Unified Approach to Quantitatively Measure the Similarity of Computer Science Units in Australia,Mohammed Eunus Ali
brac_author_1530,brac_paper_794,Modelling Road Traffic Congestion from Trajectories,Bushra Hossain
brac_author_1531,brac_paper_794,Modelling Road Traffic Congestion from Trajectories,Kazi Abir Adnan
brac_author_1532,brac_paper_794,Modelling Road Traffic Congestion from Trajectories,Md. Fazle Rabbi
brac_author_60,brac_paper_794,Modelling Road Traffic Congestion from Trajectories,Mohammed Eunus Ali
brac_author_1533,brac_paper_795,Predicting Users' Movie Preference and Rating Behavior from Personality and Values,Euna Mehnaz Khan
brac_author_1534,brac_paper_795,Predicting Users' Movie Preference and Rating Behavior from Personality and Values,Md. Saddam Hossain Mukta
brac_author_60,brac_paper_795,Predicting Users' Movie Preference and Rating Behavior from Personality and Values,Mohammed Eunus Ali
brac_author_606,brac_paper_795,Predicting Users' Movie Preference and Rating Behavior from Personality and Values,Jalal Mahmud
brac_author_685,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Tahmid Hasan
brac_author_1346,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Abhik Bhattacharjee
brac_author_1468,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Kazi Samin
brac_author_357,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Masum Hasan
brac_author_1535,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Madhusudan Basak
brac_author_180,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,M. Sohel Rahman
brac_author_519,brac_paper_796,Not Low-Resource Anymore: Aligner Ensembling,Rifat Shahriyar
brac_author_661,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,Shadman Saqib Eusuf
brac_author_1524,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,Kazi Ashik Islam
brac_author_60,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,Mohammed Eunus Ali
brac_author_1525,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,Sifat Muhammad Abdullah
brac_author_1526,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,Abdus Salam Azad
brac_author_1536,brac_paper_797,SIGSPATIAL '20: Proceedings of the 28th International Conference on Advances in Geographic Information Systems,A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database
brac_author_1537,brac_paper_798,Farzana Yasmin and Adnan,Jannat Ara
brac_author_1538,brac_paper_798,Farzana Yasmin and Adnan,Ahmad
brac_author_611,brac_paper_799,74–81,Systems
