Author Name,Author ID,UID
Nazia Majadi,buet_author_1883,4416
Nazia Nawar Hassan,nsu_author_429,4417
Nazia Tasnim,nsu_author_1130,4418
Nazifa Hia,du_author_57,4419
Nazifa Mosharrat,ju_author_521,4420
Nazifa Nuha Chowdhury,nsu_author_1040,4421
Nazifa Tasneem,nsu_author_679,4422
Nazifa Tasneem and Yakut Marzan,nsu_author_266,4423
Nazim Choudhury,buet_author_729,4424
Nazir Saleheen,du_author_374,4425
Nazira Mukta,nsu_author_250,4426
Nazma Tara,du_author_364,4427
Nazmee N.,brac_author_195,4428
Nazmul Hasan,nsu_author_1340,4429
Nazmul Hossain,nsu_author_520,4430
Nazmul Islam,nsu_author_367,4431
Nazmul Kaonine,nsu_author_692,4432
Nazmun Naher,cuet_author_291,4433
Nazmun Nessa Moon,buet_author_1922,4434
Nazmus Sakib,buet_author_745,4435
Nazmus Sakib Borson,nsu_author_1416,4436
Nazmus Saquib,buet_author_1553,4437
Neamat Al Sarah,buet_author_347,4438
Neaz Md. Morshed,nsu_author_792,4439
Needs of Blockchain Software Developers: A Survey,buet_author_631,4440
Neelima Kundu,nsu_author_1042,4441
Neerja Mhaskar,buet_author_1678,4442
Neha Kumar,nsu_author_634,4443
Nelima Akter,nsu_author_251,4444
Nenad Radosevic,buet_author_129,4445
Neoklis Polyzotis,buet_author_1942,4446
Network,buet_author_487,4447
Network Technology (ICCSNT),buet_author_1900,4448
Networking,buet_author_1894,4449
Networking (FGCN 2008),buet_author_2424,4450
Networking (ICDCN),buet_author_1998,4451
Networking Conference (IEEE CCNC),buet_author_2099,4452
Networking Conference (WCNC),buet_author_1407,4453
Networking Technologies (ICCCNT),buet_author_1585,4454
Networks,buet_author_2034,4455
Networks (DSN) [Fast Abstract],buet_author_2142,4456
Networks (ICCCN),buet_author_2145,4457
Networks (IEEE SECON),buet_author_2110,4458
Networks (SECON),buet_author_2178,4459
Neural Network-Based Undersampling Techniques,buet_author_225,4460
Neural Networks,buet_author_2735,4461
New Multithreaded Ordering,buet_author_2188,4462
New Sufficient Conditions for Hamiltonian Paths,buet_author_875,4463
New Symbolic Substitution Tables,buet_author_2648,4464
New efficient algorithms for LCS,buet_author_2446,4465
New efficient algorithms for the LCS,buet_author_1060,4466
Nguifo,kuet_author_69,4467
Nicholas Marshall,nsu_author_914,4468
Nick Tayler,buet_author_236,4469
Nigar Sultana Nuha,brac_author_642,4470
Nighttime Vehicle Detection Methods Based on Headlight Feature: A Review,ju_author_321,4471
Nighttime Vehicle Detection Methods based on Brake Light/Taillight Features: A Review,ju_author_335,4472
Nilimesh Halder,ku_author_127,4473
Niloy Biswas,nsu_author_592,4474
Niloy M.,brac_author_202,4475
Niloy Sikder,ku_author_57,4476
Nipu N. A.,brac_author_304,4477
Nirob,sust_author_331,4478
Nirob Arefin,buet_author_1462,4479
Nirob Hasan,nsu_author_957,4480
Nishat Anjum Bristy,buet_author_197,4481
Nishat Naowal,nsu_author_966,4482
Nishat Tasnim Mim,du_author_75,4483
Nishat Tasnim Roza and S. M. Ahsanul Hoq and Mohammad Monirujjaman Khan et al.,nsu_author_1302,4484
Nishat Tasnim Roza et al.,nsu_author_6,4485
Nishikanto Sarkar Simul,sust_author_336,4486
Nithya Sambasivan,nsu_author_603,4487
Nixon Dutta,nsu_author_386,4488
No-bend orthogonal drawings,buet_author_1600,4489
No. 5,ju_author_343,4490
Noah John,nsu_author_656,4491
Noel Mannan,nsu_author_1202,4492
Nogaya Takahide and Haruhisa Takahashi,ku_author_238,4493
Nogayama Takahide and Haruhiha Takahashi,ku_author_236,4494
Noise removal algorithm from images by using breadth first search strategy,buet_author_2779,4495
Noiseless data,buet_author_2121,4496
Noman Abdullah Al,buet_author_95,4497
Non-)Biprojectivity of Simplicial Polyhedra,buet_author_2250,4498
Non-)Equiprojectivity,buet_author_2249,4499
Noor Muhammad Dastagir,nsu_author_458,4500
Noor Muhammed Nayeem,du_author_386,4501
Noresh C. Biswas and Rameswar Debnath,ku_author_223,4502
Noshin A.,brac_author_310,4503
Noshin Tabassum Arthi,brac_author_651,4504
Noshin Ulfat,buet_author_446,4505
Note: CORONOSIS: Corona Prognosis via a Global Lens to Enable Efficient Policy-making Both at Global,buet_author_1369,4506
Nouria Harbi,ju_author_282,4507
Nova Ahmed,nsu_author_61,4508
Novel realization of quantum ternary mux,buet_author_2495,4509
Novia Nurain,buet_author_598,4510
Novice Users,buet_author_1667,4511
Nowreen Sara,buet_author_421,4512
Nowrin R. J.,brac_author_235,4513
Nowrozy,cuet_author_219,4514
Nowshin Anjum,nsu_author_1534,4515
Nowshin P.,brac_author_223,4516
Nowshin Tabassum,nsu_author_303,4517
Nowshin Tasnim,ju_author_513,4518
Noymul Islam Chowdhury,sust_author_13,4519
Nuerrennisahan Aimaiti,nsu_author_859,4520
Nujhat Nawmi,du_author_94,4521
Numao,brac_author_60,4522
Nur Islam,nsu_author_34,4523
Nur Mohammad,cuet_author_265,4524
Nur-A. Alam,ju_author_107,4525
Nurul Ahad Tawhid,du_author_286,4526
Nurul Muntasir Mamun,ju_author_256,4527
Nurun Nahar Fiha,ju_author_509,4528
Nusher Jamil Kazi,nsu_author_677,4529
Nusrat Farhana,du_author_144,4530
Nusrat Islam,nsu_author_1004,4531
Nusrat J. Disha,nsu_author_929,4532
Nusrat Jahan,nsu_author_1190,4533
Nusrat Jahan Euna,ju_author_519,4534
Nusrat Jahan Farin,nsu_author_1447,4535
Nusrat Jahan Mozumder,buet_author_612,4536
Nusrat Jahan Oishi,cuet_author_293,4537
Nusrat Jahan Prithee,nsu_author_355,4538
Nusrat Jahan Prithee Mohammad Rezaul Islam,nsu_author_407,4539
Nusrat Mubin,sust_author_335,4540
Nusrat Mubin Ara,sust_author_353,4541
Nusrat Shams and Hasan U. Zaman,nsu_author_358,4542
Nusrat Sharmin,nsu_author_838,4543
Nusrat Sultana,ju_author_32,4544
Nusrat Tanzim,nsu_author_809,4545
Nuzhat Jabeen Haque,nsu_author_555,4546
Nuzhat Raisa,nsu_author_1142,4547
O Sharif,cuet_author_222,4548
O.,kuet_author_68,4549
O. & Hoque,cuet_author_192,4550
O. M. M. Hoque and Iqbal. H. Sarker,cuet_author_189,4551
O. Mirmotahari,ku_author_170,4552
O. Sharif,cuet_author_168,4553
O. Sharif and M. M. Hoque,cuet_author_195,4554
Of Ulti,brac_author_516,4555
Off-Line Dictionary-based Database Compression Architecture,buet_author_2680,4556
Oh-Jin Kwon,cuet_author_44,4557
Ohidul Islam and Hasan U. Zaman,nsu_author_889,4558
Ohiduzzaman,ju_author_41,4559
Oksam Chae,du_author_186,4560
Omar,kuet_author_40,4561
Omar Farrok,du_author_125,4562
Omar Faruk,nsu_author_1270,4563
Omar Faruk Riyad,nsu_author_1278,4564
Omar Sharif,cuet_author_388,4565
Omar Sharif and Mohammed Moshiul Hoque,cuet_author_387,4566
On Communicating with Agents on the Network,buet_author_2562,4567
On Constructing Minimum-Energy Path-Preserving Graph for Ad-hoc Wireless Networks,buet_author_2553,4568
On Construction of Interference-Aware k-Fault Resistant Topologies for Wireless Ad hoc networks,buet_author_933,4569
On Efficient Selection,buet_author_1632,4570
On Finding a Better Position of a Convex Polygon inside a Circle to Minimize the Cutting Cost,buet_author_2803,4571
On Hamiltonian Cycles,buet_author_2632,4572
On Hamiltonian cycles,buet_author_1110,4573
On Improving the Prediction Accuracy of a Decision Tree Using Genetic Algorithm,buet_author_1682,4574
On Nonnegative Factorization of a Class of Matrices,buet_author_2799,4575
On Optimal Huffman Compression,buet_author_2714,4576
On Schedulability,buet_author_2090,4577
On Some Properties of Doughnut Graphs,buet_author_2055,4578
On Target Monitoring in Directional Sensor Networks by jointly considering Network Lifetime,buet_author_1630,4579
On line recognition of handwritten characters using 1-dim 1-dim DP approach,buet_author_2763,4580
On multiple longest common subsequence,buet_author_1668,4581
On polytopes with large number of vertices,buet_author_1213,4582
On the Average performance of the Heapsort,buet_author_2795,4583
On the design,buet_author_2254,4584
On the expected size of minimum-energy path-preserving topologies for wireless multi-hop networks,buet_author_1993,4585
On the performance of a multi-channel R-ALOHA protocol for voice,buet_author_2769,4586
On the performance of a multichannel R-ALOHA protocol for voice,buet_author_2774,4587
On the performance of simplex algorithm,buet_author_1195,4588
On the protein folding problem in 2D-triangular lattices,buet_author_1223,4589
On-demand Segmentation,buet_author_2512,4590
One dimensional-two dimensional dynamic programming character recognition algorithm with branched references,buet_author_1199,4591
One-Stop Online Reporting System for Third-World Countries,buet_author_1724,4592
Online Reservation,buet_author_1967,4593
Online Social neTworking (HotPOST),buet_author_2021,4594
Operating on Sparse Matrices,buet_author_2797,4595
Operations Research,buet_author_1131,4596
Optimal Multiprocessor Locking Protocols Under FIFO Scheduling,buet_author_1314,4597
Optimal Obstructed Sequenced Route Queries in Spatial Databases,buet_author_1770,4598
Optimal mobile facility localization,buet_author_1917,4599
Optimal prefix,buet_author_2453,4600
Optimal traffic merging strategy for communication-,buet_author_2024,4601
Optimization in Mobile,buet_author_1928,4602
Optimized Column-Oriented Model: A Storage,buet_author_1005,4603
Optimized Entity Attribute Value Model: A Search Eficient Representation of High Dimensional,buet_author_2347,4604
Optimized Regression,buet_author_682,4605
Optimizing (Bench 18),buet_author_1704,4606
Optimizing the Data Acquisition Cycle Time of a Sensor MAC in Industrial WSNs.,ju_author_373,4607
Orchestrating Image Retrieval,buet_author_195,4608
Orientation of Directional Sensors in Visual Sensor Networks,buet_author_1633,4609
Orthogonal Point-Set Embeddings of 3-Connected,buet_author_2132,4610
Osman Goni,ju_author_360,4611
Overrun-Resilient Multiprocessor Real-Time Locking,buet_author_1419,4612
Owishi,sust_author_124,4613
Oya Deniz Beyan,du_author_231,4614
P,buet_author_238,4615
P Chandra,brac_author_520,4616
P Ghum,brac_author_748,4617
P Saha,brac_author_514,4618
P Shrestha,brac_author_724,4619
P.,sust_author_39,4620
P. C.,kuet_author_49,4621
P. F.,kuet_author_97,4622
P. Gburzynski,buet_author_1230,4623
P. K. Dhar and M. A. F. M. R. Hasan,cuet_author_69,4624
P. Mittal,buet_author_2179,4625
P. P. Chakraborty,du_author_509,4626
P. P. Mitra,buet_author_1114,4627
P. R. a. A.,kuet_author_139,4628
P. Rahman and R. Khan,nsu_author_1178,4629
P. Refsnes,buet_author_2113,4630
PAKDD- Pacific Asia Conference on Knowledge Discovery,buet_author_2039,4631
PCA and linear regression under fuzzy system in human face recognition,ju_author_339,4632
PP Mitra,brac_author_22,4633
PP. 29-53,ju_author_333,4634
PP. 423-438,ju_author_327,4635
PS Sarker,brac_author_462,4636
PVLDB,buet_author_660,4637
Pachter Lior,buet_author_397,4638
Pair-EGRET: Enhancing the prediction of protein-protein interaction sites through graph attention networks,buet_author_1294,4639
Pair-EGRET: enhancing the prediction of protein–protein interaction sites through graph attention networks,buet_author_22,4640
Pairwise Compatibility Graphs Revisited,buet_author_2031,4641
Pal A. K.,brac_author_263,4642
Palash Roy,du_author_37,4643
Palindromic Subsequence Automata,buet_author_711,4644
Pallab Dasgupta,du_author_508,4645
Panagiota Fatourou,sust_author_246,4646
Pancake Flipping with Two Spatulas,buet_author_2281,4647
Pancake flipping,buet_author_822,4648
Parallel Approaches to Optimal Evolutionary Tree Construction,buet_author_2492,4649
Parallelized,buet_author_726,4650
Parametric mobility support dynamic resource reservation,buet_author_1069,4651
Parash S. H.,brac_author_308,4652
Parisa Akaber,du_author_360,4653
Parminder Singh,nsu_author_235,4654
Partha Chakraborti,ju_author_122,4655
Partha Chakraborty et al,ju_author_301,4656
Partha Protim Ghosh,du_author_223,4657
Partha Sarathi Roy,du_author_217,4658
Parvez,nsu_author_1553,4659
Parvez M. Z.,brac_author_261,4660
Parvin,cuet_author_193,4661
Path Consolidation for Dynamic Right-sizing of Data Center Networks,buet_author_2010,4662
Patrat-Delon,kuet_author_103,4663
Patrick May,buet_author_527,4664
Pattern Matching In Time Series Using Combination Of Neural Network And Rule Based Approach,buet_author_2078,4665
Pattern Matching in Indeterminate,buet_author_890,4666
Pattern based object segmentation using split,buet_author_2341,4667
Paul Richie Gomes,brac_author_643,4668
Paul Werstein,du_author_493,4669
Pavel Tomancak,ju_author_145,4670
Pawel Gburzynski,buet_author_1228,4671
Peak Shaving for Distributed Internet Data Centers,buet_author_2107,4672
Pedestrian,buet_author_2528,4673
Peom Dutta,buet_author_100,4674
Performance,buet_author_1782,4675
Performance Analysis,buet_author_2356,4676
Performance Based Comparative Study on Serverless Frameworks,buet_author_1436,4677
Performance Evaluation of Indexing of XML Data Using Bitmap,buet_author_1113,4678
Performance Modeling,buet_author_619,4679
Performance assessment criteria,buet_author_1951,4680
Permutation Free Encoding Technique for Evolving Neural Networks,buet_author_2398,4681
Personal Multimedia Communications (WPMC),buet_author_1793,4682
Personalised Location Based Services with Quality Guarantee,buet_author_654,4683
Personalized Safe Route Planner with Crowdsourced Data,buet_author_1490,4684
Personalized Safe Route Planning for Fixed or Flexible Destinations,buet_author_135,4685
Pervasive,buet_author_964,4686
Pervasive Finger-count Based Hand Gesture Recognition System for Low-literate,buet_author_1666,4687
Petrosyan,kuet_author_86,4688
Peya,kuet_author_77,4689
PhD Summer School of the British National Conference on Databases,buet_author_2681,4690
Pham Q.,brac_author_159,4691
Phan Anh Hoang,brac_author_609,4692
Phylogenetic Analyses of SARS-CoV-2 Strains Reveal Its Link to the Spread of COVID-19 Across the Globe,buet_author_1394,4693
Pias Paul,nsu_author_1421,4694
Pietro Lio',buet_author_1330,4695
Pinar Karagoz,buet_author_695,4696
Pinku Deb Nath,nsu_author_107,4697
Pir,sust_author_209,4698
Piran J,brac_author_135,4699
Piran J.,brac_author_163,4700
Pixel Randomization using Stern-Brocot Sequence,buet_author_1565,4701
Piyush Kumar Shukla,nsu_author_1233,4702
Piyush Kumar Shukla SA,nsu_author_1508,4703
Player selection in cricket based on similarity of playing conditions,buet_author_1619,4704
Pneumonia Prognostication Using Fuzzy Logic,sust_author_323,4705
Poet,brac_author_370,4706
Point-Set Embeddings of Plane 3-Trees,buet_author_2134,4707
Policy expressions,buet_author_651,4708
Polin Rahman,nsu_author_1226,4709
Portable,buet_author_2223,4710
Pourang Irani,nsu_author_671,4711
Pourang Irani and Peter Graham,nsu_author_674,4712
Practice of Knowledge Discovery in Databases (ECML PKDD),buet_author_1416,4713
Practice of Parallel Programming,buet_author_2455,4714
Pradeep Bedi,nsu_author_1506,4715
Pradipta Prometheus Mitra,buet_author_2720,4716
Prakash Kumar Bipin,ku_author_258,4717
Pramanik,sust_author_95,4718
Pranab K. Dhar,cuet_author_402,4719
Pranab Kumar Dhar,cuet_author_2,4720
Pranab Kumar Dhar and Golam Moktader Daiyan,cuet_author_384,4721
Pranjal K. Nandi,du_author_92,4722
Pranta Biswas,buet_author_1423,4723
Prashant Kumar Shukla,nsu_author_1232,4724
Prayma Bishshash,ju_author_65,4725
Prazuck,kuet_author_105,4726
Predicting Engineering Students' Optimal Group Size Using Socio-Educational Features,buet_author_1617,4727
Predicting Movie Genre Preferences from Personality,buet_author_1752,4728
Predicting the Direction of Stock Market Index Using Hybridization of Data Mining and Artificial Neural Network Technique,sust_author_321,4729
Prediction Models for the Impact of POIs on Road Traffic Congestion in Developing Countries,buet_author_1768,4730
Predrag R. Bakic,nsu_author_900,4731
Predrag R. Bakic and David D. Pokrajac,nsu_author_924,4732
Prefix,buet_author_819,4733
Prefix transpositions on binary,buet_author_904,4734
Preliminary Implications for ICT Curriculum Reform,buet_author_255,4735
Prianka Banik and Kaushik Deb,cuet_author_127,4736
Primary User Aided Cognitive Radio Network with Optimum Location of Relay,ju_author_409,4737
Primitive selection,buet_author_2715,4738
Prince Deb,nsu_author_278,4739
Prince Mahmud,ku_author_90,4740
Principles,buet_author_1415,4741
Printed Bangla alphabetic character recognition by syntactic method,buet_author_1201,4742
Pritom Ahmed,buet_author_878,4743
Pritom Kumar Saha,nsu_author_1050,4744
Pritom Saha,nsu_author_1121,4745
Privacy,buet_author_1446,4746
Privacy - 22nd Australasian Conference (ACISP),buet_author_1775,4747
Privacy Preserving Social Graphs for High Precision Community Detection,buet_author_1989,4748
Privacy-Enhanced,buet_author_653,4749
Priyanka Dixit,nsu_author_691,4750
Proactive Humanitarian Aid Networks with Guided Topology,buet_author_1784,4751
Probabilistic Voronoi Diagrams for Probabilistic Moving Nearest Neighbor Queries,buet_author_931,4752
Problem-Based Elearning of HTML in ICT Course of Higher Secondary Level in Bangladesh,buet_author_1841,4753
Problem-Based e-Learning,buet_author_918,4754
Proc. of 2nd International Conference on Artificial Intelligence: Advances,buet_author_1425,4755
Proc. of 9th International Conference on Computer,buet_author_2510,4756
Proc. of ACM/IEEE Design Automation,buet_author_2008,4757
Proc. of the 9th International Conference on Computer,buet_author_2527,4758
Proc. of the International Conference on Information,buet_author_2477,4759
Proceedings of 12th International Conference on Computer,buet_author_2346,4760
Proceedings of 13th International Conference on Computer,buet_author_2290,4761
Proceedings of 2009 12th International Conference on Computer,buet_author_2344,4762
Proceedings of 9th International Conference on Computer,buet_author_2509,4763
Proceedings of Eighth International Conference on Parallel Processing,buet_author_2332,4764
Proceedings of Interna-tional Conference on Computer,buet_author_2686,4765
Proceedings of International Conference on Computational Intelligence,buet_author_635,4766
Proceedings of International Conference on Computer,buet_author_2564,4767
Proceedings of International Conference on Recent Theories,buet_author_398,4768
Proceedings of Joint 4th International Conference on Soft Computing,buet_author_2384,4769
Proceedings of The 19th International Conference on Wireless,buet_author_1324,4770
Proceedings of Workshop on Wireless Network,buet_author_2002,4771
Proceedings of the 11th. International Conference of the International Society for Computers,buet_author_2783,4772
Proceedings of the 15th EAI International Conference on Mobile,buet_author_1664,4773
Proceedings of the 16th EAI International Conference on Mobile,buet_author_1511,4774
Proceedings of the 2008 International Conference on Computer,buet_author_2414,4775
Proceedings of the 2022 International Conference on Information,buet_author_1338,4776
Proceedings of the 4th International Conference on Computer,buet_author_2688,4777
Proceedings of the 4th International Conference on Electrical,buet_author_2518,4778
Proceedings of the 5th International Conference on Computer,buet_author_2650,4779
Proceedings of the 6th International Conference on Computer,buet_author_2609,4780
Proceedings of the 6th International Symposium on Parameterized,buet_author_2127,4781
Proceedings of the 8th International Conference on Computer,buet_author_2541,4782
Proceedings of the 8th International Conference on Computing,nsu_author_779,4783
Proceedings of the 9th International Conference on Computer,buet_author_2524,4784
Proceedings of the Genetic,buet_author_1579,4785
Proceedings of the International Conference of Computer,buet_author_2569,4786
Proceedings of the International Conference on Computer,buet_author_2630,4787
Proceedings of the International MultiConference of Engineers,buet_author_2363,4788
Proceedings of the National Academy of Sciences of the United States of America,buet_author_540,4789
Proceedings of the Third Annual International Computing,buet_author_2764,4790
Prodip Kumer,nsu_author_800,4791
Prodipta S. Amartya,du_author_408,4792
Prof. Dr. M.A. Mottalib,nsu_author_1488,4793
Programming in SQL,buet_author_920,4794
Programs in Biomedicine,buet_author_438,4795
Prokash Biswash,ju_author_161,4796
Promiti Chakraborty,cuet_author_30,4797
Properties,buet_author_2543,4798
Prospect of OpenStreetMap in Bangladesh,buet_author_2155,4799
Prospects,buet_author_2532,4800
Protecting Privacy for Distance,buet_author_609,4801
Protecting Privacy for Group Nearest Neighbor Queries with Crowdsourced Data,buet_author_2026,4802
Protection Mechanisms of Mobility Management Protocols,buet_author_2207,4803
Protick Bhowmick,buet_author_1629,4804
Protik Bose Pranto,buet_author_317,4805
Prottay Paul,nsu_author_1286,4806
Prottoy Saha,buet_author_1266,4807
Provisioning Fog Services to 3GPP Subscribers: Authentication,buet_author_1402,4808
Proxy Buffer Provisioning for Scalable,buet_author_2513,4809
Psychosocial Problems Associated with COVID-19 Pandemic: Evidence from Eight Countries,buet_author_363,4810
Punam Biswas,buet_author_123,4811
Punit Gupta,nsu_author_1309,4812
Purkaystha,sust_author_266,4813
Pushpita Nomani Tumpi,du_author_325,4814
Puza Majumder,nsu_author_1088,4815
Q. D. Hossian,cuet_author_231,4816
Q.N.U. Ahmed,buet_author_1208,4817
QNU Ahmed,brac_author_27,4818
Qammer H Abbasi,nsu_author_806,4819
Qammer H. Abbasi,nsu_author_808,4820
Qiang Xu,nsu_author_577,4821
Qianrui Zhao,du_author_222,4822
Qing Cao,buet_author_2370,4823
Qiuxi Zhu,buet_author_1857,4824
QoS adaptation in Distributed Multimedia Server System,buet_author_2697,4825
Quader S.,brac_author_330,4826
Quadery,sust_author_340,4827
Quantification,buet_author_1767,4828
Quantization,buet_author_322,4829
Quantum realization of some quaternary circuits,buet_author_2802,4830
Quazi Delwar Hossian,cuet_author_73,4831
Quazi Ishtiaque,sust_author_338,4832
Quazi Ishtiaque Mahmud,sust_author_12,4833
Query Execution Performance in Distributed Big Data Systems using Cuckoo Filter,buet_author_324,4834
Query Optimization by Decomposition of BCNF/3NF Relations,buet_author_2711,4835
Querying of High Dimensional Sparsely Populated Data in Compressed Representation,buet_author_1145,4836
Question Bank Similarity Searching System (QB3S) Using NLP,buet_author_1635,4837
Queue Management Scheme for Multi-band Mobile Routers,buet_author_2007,4838
Queue management for Multi-class Traffic in Access Router of Mobility Protocol,buet_author_2296,4839
Quinten McNamara,buet_author_700,4840
R,kuet_author_128,4841
R Amin,brac_author_433,4842
R Hasan,brac_author_23,4843
R Jani,brac_author_412,4844
R Karim,brac_author_483,4845
R Muhammod,brac_author_416,4846
R Nowrozy,cuet_author_224,4847
R Rashed,brac_author_534,4848
R Setty,brac_author_539,4849
R Shahriyar,brac_author_557,4850
R Shakur,brac_author_10,4851
R Sharma,brac_author_472,4852
R Shelim,nsu_author_371,4853
R Zaman,brac_author_440,4854
R.,sust_author_91,4855
R. A. Ruby,buet_author_2808,4856
R. Afrin,ku_author_27,4857
R. Agarwal,buet_author_2807,4858
R. B. Islam,nsu_author_1009,4859
R. Boutaba,buet_author_1099,4860
R. C. Ripan,cuet_author_214,4861
R. E.,kuet_author_116,4862
R. Farjana,ku_author_18,4863
R. Faruqui,nsu_author_1176,4864
R. Gill,nsu_author_95,4865
R. Gupta,buet_author_2112,4866
R. Hasan,buet_author_2339,4867
R. Hossain,cuet_author_165,4868
R. I. Sakline,brac_author_687,4869
R. Islam,buet_author_2397,4870
R. J.,nsu_author_542,4871
R. J. Bignall,buet_author_2740,4872
R. Karim,buet_author_2413,4873
R. Kotagiri,buet_author_930,4874
R. M.,sust_author_142,4875
R. M. M. Rahman,ku_author_5,4876
R. M. Reza,buet_author_1908,4877
R. M. S. R.,sust_author_224,4878
R. M. S. R. Pir,sust_author_241,4879
R. Mohalder,ku_author_29,4880
R. Mostafiz,ju_author_127,4881
R. Narayanan,buet_author_2195,4882
R. Odagiri,buet_author_2742,4883
R. Paul,nsu_author_97,4884
R. R.,brac_author_69,4885
R. Rahman and M. S. Hosain,nsu_author_66,4886
R. Rayan,cuet_author_287,4887
R. Rodrigues,nsu_author_189,4888
R. S.,sust_author_151,4889
R. S. Roy,buet_author_2561,4890
R. Sedelmayer,nsu_author_846,4891
R. Sugihara,buet_author_2111,4892
R. Sultana,brac_author_707,4893
R. Watson,buet_author_2662,4894
R. Yasir,nsu_author_1471,4895
R. Yasmin,cuet_author_227,4896
R. Yeasmin,buet_author_2280,4897
R. Zhang,buet_author_929,4898
R.A. Bakhtiar,buet_author_1197,4899
R.M.,nsu_author_1245,4900
RA Bakhtiar,brac_author_21,4901
RA Chowdhury,buet_author_1133,4902
RB Mahbub,nsu_author_1372,4903
RBSURFpred: Modeling Protein Accessible Surface Area in Real,buet_author_680,4904
RH Rifat,brac_author_740,4905
RM Rahman,nsu_author_1373,4906
RMS.,sust_author_210,4907
Rabbani Rasha,nsu_author_710,4908
Rabbi,sust_author_228,4909
Rabbi Nur Rashid,brac_author_633,4910
Rabeya Basri,ju_author_156,4911
Rabindra Nath Nandi,ju_author_244,4912
Rabiul Islam Jony,nsu_author_926,4913
Racial Minorities in the US,buet_author_331,4914
Racy Gomes,ju_author_251,4915
Rada Mihalcea,buet_author_1477,4916
Radi Muhammad Reza,buet_author_1914,4917
Rafaeal Hossain Rakin,nsu_author_333,4918
Rafee,sust_author_32,4919
Rafeed Mohammad Sultan,nsu_author_972,4920
Raffaele Brillantino,buet_author_235,4921
Raffetin,kuet_author_106,4922
Rafflesia Khan,ku_author_210,4923
Rafflesia Khan and Rameswar Debnath,ku_author_207,4924
Rafi Islam Arnob,sust_author_193,4925
Rafi Kamal,buet_author_1777,4926
Rafi Khandoker,buet_author_66,4927
Rafi R. Z.,brac_author_307,4928
Rafi Rakibul Islam,buet_author_433,4929
Rafi S.H.,brac_author_193,4930
Rafia Sultana Shilon and Mohammad Monirujjaman Khan,nsu_author_746,4931
Rafid Mostafiz,ju_author_37,4932
Rafiqul Islam,nsu_author_907,4933
Rafiqul Islam Rayan,buet_author_5,4934
Rafiul Islam,buet_author_272,4935
Rafiunnisa,nsu_author_352,4936
Rafiya Hossain,nsu_author_46,4937
Raghib Barkat Muhib,brac_author_239,4938
Raghu Ganti,buet_author_2241,4939
Ragib Hasan,buet_author_2721,4940
Rahad Hussain,buet_author_106,4941
Rahaman,kuet_author_136,4942
Rahat Anwar,nsu_author_1303,4943
Rahat Anwar and Mohammad Monirujjaman Khan,nsu_author_768,4944
Rahat Kabir,ju_author_209,4945
Rahat Mahmud,cuet_author_385,4946
Rahat Yasir,nsu_author_647,4947
Rahma Bintey Mufiz Mukta,cuet_author_256,4948
Rahma Bintey Mufiz Mukta & Sarah Sohana,cuet_author_379,4949
Rahman,sust_author_50,4950
Rahman A.,ku_author_35,4951
Rahman A. I.,brac_author_272,4952
Rahman Atif,buet_author_35,4953
Rahman Atif Hasan,buet_author_41,4954
Rahman M Saifur,buet_author_98,4955
Rahman M Sohel,buet_author_14,4956
Rahman M. S,sust_author_79,4957
Rahman M. S.,sust_author_100,4958
Rahman M. S. and Iqbal M. Z.,sust_author_114,4959
Rahman M. S. and Shimamura T.,sust_author_77,4960
Rahman M. Saifur,buet_author_435,4961
Rahman M. Z.,brac_author_241,4962
Rahman Masum,buet_author_303,4963
Rahman Md Saifur,buet_author_13,4964
Rahman Md. A.,brac_author_137,4965
Rahman Md. Rishadur,buet_author_1486,4966
Rahman Md. T.,brac_author_179,4967
Rahman Mohammad Nuwaisir,buet_author_94,4968
Rahman Mohammad Saifur,buet_author_514,4969
Rahman Moshiur,brac_author_228,4970
Rahman R.,brac_author_181,4971
Rahman Rashedur M,nsu_author_1400,4972
Rahman Rashedur M.,nsu_author_1393,4973
Rahman Rifat,buet_author_1485,4974
Rahman S. S,brac_author_284,4975
Rahman T.R.,nsu_author_518,4976
Rahnuma Islam Nishat,buet_author_892,4977
Rahul Deb Mohalder,ku_author_62,4978
Rahul Deb Mohalder and Kamrul Hasan Talukder,ku_author_75,4979
Rahul Mohalder,ku_author_51,4980
Raihan Ahmed,sust_author_165,4981
Raihan Dewon Eman,du_author_116,4982
Raihan Jamil,ju_author_517,4983
Raihan Mia,buet_author_1457,4984
Raihanul Haque and Abdur Rahman,nsu_author_359,4985
Raihanul Islam,buet_author_2077,4986
Rainwater Harvesting System: An Approach for Optimum Tank Size Design,buet_author_742,4987
Raisa Nusrat Chowdhury,nsu_author_996,4988
Raisha Nazmul,nsu_author_1547,4989
Raisul Rashu,nsu_author_153,4990
Raiyan Azim,buet_author_1256,4991
Raiyan Rahman,nsu_author_1034,4992
Raj Narayan Saha,buet_author_2148,4993
Rajan Shankaran,cuet_author_344,4994
Rajeev K Azad,buet_author_391,4995
Rajeev Kumar Shah,ku_author_257,4996
Rajesh Gupta,buet_author_580,4997
Rajesh N,buet_author_270,4998
Rajkumar Das,buet_author_2187,4999
Raju,sust_author_150,5000
Rakib Ahsan,nsu_author_472,5001
Rakib Hasan Riyad,ju_author_124,5002
Rakibol Islam Rakib and Hasan U Zaman,nsu_author_339,5003
Rakibul Haque,buet_author_994,5004
