Authors,Title
"1000.	Annajiat Alim Rasel, Mohammed Eunus Ali, UProve2: privacy-aware, scalable, ubiquitous provenance to enhance file search",2016 International Conference on Networking Systems and Security (NSysS)
"1001.	Marijn JH Heule, Rezwana Reaz, Hrishikesh B Acharya, Mohamed G Gouda, Analysis of Computing Policies Using SAT Solvers (Short Paper), Stabilization, Safety",and Security of Distributed Systems: 18th International Symposium
"1002.	Naw Safrin Sattar, Tasmia Aqila and Rifat Shahriyar",Towards concurrent data structure development with Relaxed Synchronization
"1003.	Tahsina Hashem, Tanzima Hashem, Anindya Iqbal",Ensuring Feedback Data Privacy in the Context of Developing Countries
"1004.	Tishna Sabrina, Manzur Murshed , Anindya Iqbal",Anonymization Techniques for Preserving Data Quality in Participatory Sensing
"1005.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",Similarity analysis of patients' data: Bangladesh perspective
"1006.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",Privacy and security problems of national health data warehouse: a convenient solution for developing countries
"1007.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",An analysis of the problems for Health Data integration in Bangladesh
"1008.	Abu Sayed Md. Latiful Hoque, Golam Md. Muradul Bashir",Problem-Based Elearning of HTML in ICT Course of Higher Secondary Level in Bangladesh
"1009.	Md Kamrul Hasan, Mir Tazbinur Sharif, Md. Shohrab Hossain, M. Atiquzzaman",Comparison of NEMO Schemes in Proxy Mobile IPv6 Domain
"1010.	Hafsa Zannat, Md. Shohrab Hossain",A Hybrid Framework using Markov Decision Process for Mobile Code Offloading
"1011.	Ahmed Shoeb Al Hasan, Md. Shohrab Hossain, Mohammed Atiquzzaman, Security Threats in Vehicular Ad Hoc Networks",International Conference on Advances in Computing
"1012.	Syeda Nyma Ferdous, Md. Shohrab Hossain, Randomized Energy-Based AODV Protocol For Wireless Ad-Hoc Network",International Conference on Electrical Engineering and Information & Communication Technology (iCEEiCT)
"1013.	Mehedee Zaman, Mohammad Rakib Amin, Md. Shohrab Hossain, M. Atiquzzaman",Behavioral Malware Detection Approaches for Android
"1014.	S. Sharmin, Sikder Tahsin Al-Amin, A Cloud-based Dynamic Waste Management System for Smart Cities",Proceedings of the 7th Annual Symposium on Computing for Development
"1015.	Shibbir Ahmed , Mahamudul Hasan , Md. Nazmul Hoq , Muhammad Abdullah Adnan",User Interaction Analysis to Recommend Suitable Jobs in Career-Oriented Social Networking Sites
"1016.	C. M. R. Haider, Arif Arman, Mohammed Eunus Ali, Farhana Farhana Murtaza Choudhury",Continuous Maximum Visibility Query for a Moving Target
"1017.	Tusher Chakrabarty, Taslim Arefin Khan, Mahmuda Naznin, Chowdhury Sayeed Hyder, A. B. M. Alim Al Islam",What We Breathe As We Commute: From the Perspective of a Developing Country
"1018.	Mehrab Bin Morshed, Maruf Hasan Zaber, Md. Yusuf Sarwar Uddin, Md Habibullah Bin Ismail",Phone-to-phone Video Data Spreading for Community Health Alerts
"1019.	Qiuxi Zhu, Md. Yusuf Sarwar Uddin, Nalini Venkatasubramanian",Upload Planning for Mobile Data Collection in Smart Community Internet-of-Things Deployments
"1020.	Md. Yusuf Sarwar Uddin, et al.",The SCALE2 Multi-network Architecture for IoT-based Resilient Communities
1021.	Md. Yusuf Sarwar Uddin,Low-overhead Range-based 3D Localization Technique for Underwater Sensor Networks
"1022.	Md. Yusuf Sarwar Uddin, Vinay Setty, Ye Zhao, Roman Vitenberg, Nalini Venkatasubramanian",RichNote: Adaptive Selection and Delivery of Rich Media Notifications to Mobile Users
"1023.	Dipan Shaw, A. S. Islam, Shuvasish Karmaker, M. Sohel Rahman",Approximation Algorithms for Three Dimensional Protein Folding
"1024.	Frantisek Franek, A. S. Islam, M. Sohel Rahman, William Smyth",Algorithms to compute the Lyndon array
"1025.	Mohammad Khaliqur Rahman, Muhammad Abdullah Adnan",Dynamic Weight on Static Trust for Trustworthy Social Media Networks
"1026.	Tanzima Hashem, Tahrima Hashem, Mohammed Eunus Ali, Lars Kulik, Egemen Tanin",Trip Planning Queries for Subgroups in Spatial Databases
"1027.	Bashima Islam, Faysal Hossain, Rifat Shahriyar, High Performance Approximate Computing by Adaptive Relaxed Synchronization",18th IEEE International Conference on High Performance Computing and Communications
"1028.	Mashrura Tasnim, Rifat Shahriyar, Nowshin Nahar, Hossain Mahmud",Intelligent Depression Detection and Support System: Statistical Analysis
"1029.	Md Mahabur Rahman, Md Taskir Hasan Majumdar, Md Saddam Hossain, Mohammed Eunus Ali, Jalal Mahmud",Can we predict eat-out preference of a person from tweets?
"1030.	Md Rizwan Parvez, Turash Mosharraf, Mohammed Eunus Ali",A Novel Approach to Identify Spatio-Temporal Crime Pattern in Dhaka City
"1031.	S. M. Farhad, Ashikee Ghosh, Saiful Islam Bappi, Dynamic Resource Provisioning for Video Transcoding in IaaS Cloud",The 18th International Conferences on High Performance Computing and Communications (HPCC2016)
"1032.	Fariha Tasmin Jaigirdar, Mohammad Mahfuzul Islam",A new cost-effective approach for battlefield surveillance in wireless sensor networks
1033.	A. H. M. Kamal and Mohammad Mahfuzul Islam,Enhancing the embedding payload by handling the affair of association and mapping of block pixels through prediction errors histogram
"1034.	Shamim Hasnath, Mohammed Eunus Ali, M. K. Abdullah, S. M. Farhad",AutoCadroid: An Automated Tool for Building Smartphone Indoor Navigation System
"1035.	Raushan Ara Dilruba, Mahmuda Naznin, Sk Kamruzzaman, Md. Nawajish Islam",PBRE: Population Based Reliable Node Finding in Participatory Sensing
"1036.	Nazia Majadi, Mahmuda Naznin, T. Ahmed",ETRACK: Energy Efficient Tracking a Mobile Object Using Under Water Sensors
"1037.	Nazia Majadi, Mahmuda Naznin, T. Ahmed",Energy Efficient Local Search Based Target Localization in an UWSN
"1038.	Md. Iqbal Hossain, Md. Saidur Rahman",A necessary condition and a sufficient condition for pairwise compatibility graphs
"1039.	Raushan Ara Dilruba, Mahmuda Naznin",Finding Reliable Source for Event Detection Using Evolutionary Method
"1040.	Md. Shaifur Rahman, Mahmuda Naznin, T. Ahmed",Efficient Routing in a Sensor Network Using Collaborative Ants
"1041.	Mamtaj Akter, Alimul Islam, A.K.M. Ashikur Rahman, Fault Tolerant Optimized Broadcast for Wireless Ad-hoc Networks",The 2nd International Conference on Networking Systems and Security (NSysS)
"1042.	Shahla Farzana, Khaleda Akther Papry, A.K.M. Ashikur Rahman, Raqeebir Rab",Maximally Pair-wise Disjoint Set Covers for Directional Sensors in Visual Sensor Networks
"1043.	S M Ferdous, Md. Mustafizur Rahman, Mahmuda Naznin",Finding Network Connectivity Failure in a Wireless Sensor Network
"1044.	Md. Mustafizur Rahman, Hongning Wang, Hidden Topic Sentiment Model",25th International World Wide Web Conference (WWW 2016)
"1045.	Md Rakibul Haque, Mahmuda Naznin, and Rifat Shahriyar, Distributed Low Overhead ID in a Wireless Sensor Network",17th International Conference on Distributed Computing and Networking
"1046.	Afroza Sultana, Mahmuda Naznin, and Rifat Shahriyar",Conflicting Goal Constrained Architecture of a Heterogeneous Mobile Sensor Network
"1047.	Mohammad Saifur Rahman, Md. Yusuf Sarwar Uddin, M. Sohel Rahman, M. Kaykobad, Using Adaptive Heartbeat rate on Long-lived TCP Connections",2016 International Conference on Networking Systems and Security (NSysS 2016)
1048.	M. M. R. Lunar and A. B. M. A. A. Islam,A Study on Combining Power Management and Power Control for Wireless Sensor Networks
"1049.	N. Nurain, M. Mostakim, and A. B. M. A. A. Islam",Towards Empirical Study Based Mathematical Modeling for Throughput of MANETs
"1050.	S. Ahmed, A. S. M. Rizvi, R. S. Mansur, M. R. Amin, and A. B. M. A. A. Islam, User Identification through Usage Analysis of Electronic Devices",2015 International Conference on Networking Systems and Security (NSysS)
"1051.	K. S. Kabir, I. Ahmad, A. A. Amin, M. Zaber, T. Choudhury, B. M. S. B. Talukder, and A. B. M. A. A. Islam, Q-Nerve: Propagating Signal of A Damaged Nerve Using Quantum Networking",2015 International Conference on Networking Systems and Security (NSysS)
"1052.	A. A. Amin, M. Hasan, K. S. Kabir, T. Choudhury, and A. B. M. A. A. Islam, Early Detection of Earthquake Using Satellite Based Quantum Computing",2015 4th International Conference on Computer Science and Network Technology (ICCSNT)
"1053.	R. A. Shetu, T. Toha, M. M. R. Lunar, N. Nurain, and A. B. M. A. A. Islam",Workload-based prediction of CPU temperature and usage for small-scale distributed systems
"1054.	A. B. M. A. A. Islam, C. S. Hyder, and K. H. Zubaer, Digging the Innate Reliability of Wireless Networked Systems",2015 International Conference on Networking Systems and Security (NSysS)
"1055.	N. Nurain, T. Akter, H. Zannat, M. Akter, A. B. M. Alim Al Islam, and Md. H. Kabir",General-purpose multi-objective vertical hand-off mechanism exploiting network dynamics
"1056.	T. Ahmed, M. Basak, T. Sen, Md. Yusuf Sarwar Uddin",Simplified Processing of Video Data for Street Sensing Applications
"1057.	Md. Hasan Tareque, Md. Shohrab Hossain, Mohammed Atiquzzaman, On the Routing in Flying Ad hoc Networks",Federated Conference on Computer Science and Information Systems (FedCSIS)
"1058.	R. M. Reza, Mohammed Eunus Ali, Tanzima Hashem","""Group Processing of Simultaneous Shortest Path Queries in Road Networks"""
"1059.	H. Dev, Mohammed Eunus Ali, Jalal Mahmud, T. Sen, M. Basak, Rajshakhar Paul",A Real-Time Crowd-Powered Testbed for Content Assessment of Potential Social Media Posts
"1060.	Ayon Sen, S. M. Sohidull Islam, Md. Yusuf Sarwar Uddin",MARQUES: Distributed Multi-Attribute Range Query Solution using Space Filling Curve on DHTs
"1061.	Md. Nazmus Sadat, Muhammad Tasnim Mohiuddin, Md. Yusuf Sarwar Uddin, On Bounded Message Replication in Delay Tolerant Networks",International Conference on Networking Systems and Security 2015 (NSysS 2015)
"1062.	Mohammed Eunus Ali, Shabnam Basera Rishta, Lazima Ansari, Tanzima Hashem, Ahamad Imtiaz Khan",SafeStreet: empowering women against street harassment using a privacy-aware location based application
"1063.	Tanzima Hashem, Shudip Datta, Tanzir Ul Islam, Mohammed Eunus Ali, Lars Kulik, Egemen Tanin",A Unified Framework for Authenticating Privacy Preserving Location Based Services
"1064.	Radi Muhammad Reza, Mohammed Eunus Ali, Tanzima Hashem",Group Processing of Simultaneous Shortest Path Queries in Road Networks
"1065.	A. K. M. Mustafizur Rahman Khan, Lars Kulik, Egemen Tanin, Tanzima Hashem, Optimal mobile facility localization",23rd ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (ACM SIGSPATIAL)
"1066.	Hasan Al Maruf, Nagib Meshkat, Mohammed Eunus Ali, Jalal Mahmud",Human behaviour in different social medias: A case study of Twitter and Disqus
"1067.	Mehedee Zaman, Tazrian Siddiqui, Mohammad Rakib Amin, Md. Shohrab Hossain, Malware Detection in Android by Network Traffic Analysis",1st International Conference on Networking Systems and Security (NSysS)
"1068.	Md. Iqbal Hossain, Shaheena Sultana, Nazmun Nessa Moon, Tahsina Hashem, Md. Saidur Rahman",On Triangle Cover Contact Graphs. WALCOM 2015: 323-328
"1069.	Nazmus Saquib, Md. Tarikul Islam Papon, Ishtiyaque Ahmad, Ashikur Rahman, Measurement of Heart Rate Using Photoplethysmography",The 1st International Conference on Networking Systems and Security
"1070.	Md. Tarikul Islam Papon, Ishtiyaque Ahmad, Nazmus Saquib, Ashikur Rahman",Non-invasive Heart Rate Measuring Smartphone Applications using On-board Cameras: A Short Survey
"1071.	Farah Tanjeem, Md. Yusuf Sarwar Uddin, A.K.M. Ashikur Rahman",Wireless Media Access Depending on Packet Size Distribution over Error-prone Channels
"1072.	Fatema Tuz Zohra, A.K.M. Ashikur Rahman",Mathematical Analysis of Self-pruning and a New Dynamic Probabilistic Broadcast for MANETs
"1073.	A.K.M. Ashikur Rahman, Nawshad Rehan Rasha, Imtiaz Ahmed, Sirat Samyoun, Modeling Sparsity of Planar Topologies for Wireless Multi-hop Networks",The 13th International Symposium on Modeling and Optimization in Mobile
"1074.	T. A. Khan, Chowdhury Sayeed Hyder, A. B. M. Alim Al Islam",Towards exploiting a synergy between cognitive and multi-radio networking
"1075.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque, Towards development of health Data Warehouse: Bangladesh perspective",2nd International Conference on Electrical Engineering and Information Communication Technology (iCEEiCT)
"1076.	Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",Development of National Health Data Warehouse Bangladesh: Privacy Issues and a Practical Solution
"1077.	Mahmuda Naznin, Abu Sayed Chowdhury",ZDG: Zone Based Energy Efficient Data Gathering in a Sensor Network
"1078.	Md. Morshedul Islam, Mohammad Mahfuzul Islam, Golam Sorwar",Energy Aware Bottleneck Nodes Avoidance Data Gathering Tree for Wireless Sensor Networks
"1079.	Tanveer Awal, Manzur Murshed, Mortuza Ali",An efficient cooperative lane-changing algorithm for sensor- and communication-enabled automated vehicles
"1080.	Manasi Vartak, S. Rahman, Samuel Madden, Aditya Parameswaran, Neoklis Polyzotis",SEEDB: Efficient Data-Driven Visualization Recommendations to Support Visual Analytics
1081.	A. H. M. Kamal and Mohammad Mahfuzul Islam,Capacity Improvement of Reversible Data Hiding Scheme through Better Prediction and Double Cycle Embedding Process
"1082.	Sukarna Barua, Md. Monirul Islam, Kazuyuki Murase",GOS-IL: A Generalized Over-Sampling based Online Imbalanced Learning Framework
"1083.	Tanzima Hashem, Sukarna Barua, Mohammed Eunus Ali, Lars Kulik, Egemen Tanin, Efficient Computation of Trips with Friends and Families",24th ACM International Conference on Information and Knowledge Management (CIKM)
"1084.	Samiha Samrose Mumu, Tanzima Hashem, Sukarna Barua, Mohammed Eunus Ali, Mohammad Hafiz Uddin, Iftekhar Mahmud",Efficient Computation of Group Optimal Sequenced Routes in Road Networks
"1085.	M. A. R. Azim, Costas S. Iliopoulos, M. Sohel Rahman, M. Samiruzzaman",A Filter-Based Approach for Approximate Circular Pattern Matching
"1086.	Md. Khaledur Rahman, M. A. Nayeem, M. Sohel Rahman",Transit Network Design by Hybrid Guided Genetic Algorithm With Elitism
"1087.	Taslim Arefin Khan, Mainuddin Ahmad Jonas, S.M. Hasanur Rashid, Mushfequr Rahman, Mohammad Saifur Rahman, A. B. M. Alim Al Islam",Sign of Life: A System for Escalating Post-Disaster Rescue Missions in Ready-Made Garment Factories
"1088.	Suri Dipannita Sayeed, Md. Sajid Hasan, Md. Saidur Rahman",Measuring Topological Robustness of Scale-free Networks Using Biconnected Components
"1089.	Siavash Mirarab, Rezwana Reaz, Md. Shamsuzzoha Bayzid, Theo Zimmermann, Shel Swenson and Tandy Warnow",ASTRAL: Genome- Scale Coalescent-Based Species Tree
"1090.	S Azam, FT Zohra, MM Islam, Image spatial resolution enhancement: A novel wavelet approach",IEEE 17th International conference on computer and information technology (ICCIT)
"1091.	S Azam, MM Islam, FT Zohra",Performance assessment criteria and issues for wavelet-based image resolution enhancement technique: A short review
"1092.	T. Chakraborty, M. T. H. Majumder, M. Nasim, S. M. B. Malek, M. S. Saeef, F. U. Ahmed, A. J. Rahman, M. R. Islam, M. F. U. A. Real, and A. B. M. A. A. Islam, LiSee: Motion Detection Using Visible Light Communication","In Proceedings of Workshop on Mobile Computing and Human Computer Interaction (MoHCI),"
"1093.	T. Choudhury, B. Islam, and A. B. M. A. A. Islam",Super-savior: A System to Aid Combating Harassment and Violence Against Women
"1094.	N. Nurain, M. Mostakim, and A. B. M. A. A. Islam",Towards empirical study based mathematical modeling for energy consumption and end-to-end delay of MANETs
"1095.	H. Dev, Md. R. Parvez, M. M. Bhuiyan, T. Mosharraf, T. A. Khan, F. Haque, A. A. Mamun, F. A. Chowdhury, M. S. S. Hossain, M. B. Morshed, and A. B. M. A. A. Islam, DhakaSim: A Tool for Simulating Traffic Mobility in Dhaka City",Workshop on Mobile Computing and Human Computer Interaction (MoHCI)
"1096.	Chowdhury Nawrin Ferdous, Md. Ahsan Ullah, Md. Asif Ur Rahaman, Md. Shohrab Hossain, Transport Layer Mobility Protocols: Issues, Challenges and a Comparitive Study",International Conference on Electrical Engineering and Information Communication Technology
"1097.	Sadia Shamma, Md. Yusuf Sarwar Uddin",Towards Privacy-aware Photo Sharing using Mobile Phones
"1098.	A. K. M. Mustafizur Rahman Khan, Tanzima Hashem, Egemen Tanin, Lars Kulik, Location Oblivious Privacy Protection for Group Nearest Neighbor Queries",18th International Conference on Geographic Information Science (GIScience)
"1099.	Mohammed Eunus Ali, Tanzima Hashem, Anika Anwar, Lars Kulik, Ishrat Ahmed, Egemen Tanin, Protecting mobile users from visual privacy attacks",the 2014 ACM International Joint Conference on Pervasive and Ubiquitous Computing
"1100.	Nusrat Sultana, Tanzima Hashem, Lars Kulik, Group nearest neighbor queries in the presence of obstacles",22nd ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems (ACM SIGSPATIAL)
"1101.	Husnu Narman, Md. Shohrab Hossain, M. Atiquzzaman",h-DDSS: Heterogeneous Dynamic Dedicated Servers Scheduling in Cloud Computing
"1102.	Husnu Narman, Md. Shohrab Hossain, M. Atiquzzaman",DDSS: Dynamic Dedicated Servers Scheduling for Multi Priority Level Classes in Cloud Computing
"1103.	Abu Sayed Md. Latiful Hoque, Golam Md. Muradul Bashir, Md. Rasel Uddin, Equivalence of Problems in Problem Based e-Learning of Database",The 6th IEEE International Conference on Technology for Educationand Information Communication Technology
1104.	Muhammad Abdullah Adnan,Online Reservation and Deferral of EV Charging Tasks to Reduce Energy Use Variability
"1105.	Muhammad Abdullah Adnan, Rajesh Gupta",Workload Shaping to Mitigate Variability in Renewable Power Use by Data Centers
1106.	Dr. Muhammad Abdullah Adnan,Online Reservation and Deferral of EV Charging Tasks to Reduce Energy Use Variability in Smart Grids
"1107.	Sumaiya Iqbal, Md Nasrul Islam, Md Tamjidul Hoque, Improved protein disorder predictor by smoothing output","17th International Conference on Computer and Information Technology (ICCIT),"
"1108.	M. A. R. Azim, Costas S. Iliopoulos, M. Sohel Rahman, M. Samiruzzaman",A fast and lightweight filter-based algorithm for circular pattern matching
"1109.	Md. Mahbubul Hasan, A. S. Islam, Mohammad Saifur Rahman, M. Sohel Rahman, Order Preserving Prefix Tables",International Symposium on String Processing and Information Retrieval (SPIRE)
"1110.	Md. Sazzadur Rahaman, Tousif Ahmed, Sad Al Abdullah, Md. Saidur Rahman",Antibandwidth problem for itchy caterpillars
"1111.	N. Khan, N. Karima, Md. Saidur Rahman, Md. Iqbal Hossain, Orthogonal grid pointset embeddings of maximal outerplanar graphs",International Conference on Electrical Engineering and Information & Communication Technology (ICEEICT)
"1112.	Safique Ahmed Faruque, Mossa. Anisa Khatun, Md. Saidur Rahman",Stop propagation of harmful information on social networks
"1113.	Md. Iqbal Hossain, Md. Saidur Rahman",Monotone Grid Drawings of Planar Graphs
"1114.	Shaheena Sultana, Md. Saidur Rahman, Arpita Roy, Suraiya Tairin",Bar 1-Visibility Drawings of 1-Planar Graphs
"1115.	K. M. Shahriar, Md. Saidur Rahman",Bichromatic Point-Set Embeddings of Trees with Fewer Bends
"1116.	Rifat Shahriyar, Stephen M. Blackburn, Kathryn S. McKinley, Fast Conservative Garbage Collection",25th ACM SIGPLAN Conference on Object Oriented Programming
"1117.	Sajedul Karim Talukder, M. I. I. Sakib, Md. Mustafizur Rahman",Model for E-Government in Bangladesh: A Unique ID Based Approach
"1118.	Sajedul Karim Talukder, M. I. I. Sakib, Md. Mustafizur Rahman, Digital Land Management System: A new initiative for Bangladesh",International Conference on Electrical Engineering and Information & Communication Technology (ICEEICT)
"1119.	H. Dev, Mohammed Eunus Ali, Tanmoy Sen, M. Basak, AntiqueData: A Proxy to Maintain Computational Transparency in Cloud",The Third International Workshop on Data Management for Emerging Network Infrastructure (DaMEN)
1120.	H. Dev,Cassandra: A Crowdsourced Testbed for Content Assessment of Potential Social Media Posts
1121.	H. Dev,A User Interaction Based Community Detection Algorithm for Online Social Networks
1122.	H. Dev,Privacy Preserving Social Graphs for High Precision Community Detection
"1123.	H. Dev, Mohammed Eunus Ali, Tanzima Hashem, User Interaction Based Community Detection in Online Social Networks",19th International Conference on Database Systems for Advanced Applications (DASFAA)
"1124.	Mohammad Mamun Elahi, Mohammad Mahfuzul Islam",A Distributed Neighbor Discovery Based Approach for Cluster Head Selection in Wireless Sensor Networks
"1125.	S. K. K. Santu, Md. Mustafizur Rahman, Md. Monirul Islam, Kazuyuki Murase",Towards better generalization in Pittsburgh Learning Classifier Systems
"1126.	Md. Mustafizur Rahman, S. K. K. Santu, Md. Monirul Islam, Kazuyuki Murase, Forecasting Time Series - A Layered Ensemble Architecture",International Joint Conference on Neural Networks (IJCNN 2014)
"1127.	A.K.M. Ashikur Rahman, Nael Abu-Ghazaleh",On the expected size of minimum-energy path-preserving topologies for wireless multi-hop networks
"1128.	F. T. Zohora, M. Sohel Rahman",Application of Consensus String Matching in the Diagnosis of Allelic Heterogeneity
"1129.	Snigdha Khanum, Mohammad Mahfuzul Islam",An enhanced model of vertical handoff decision based on fuzzy control theory & user preference
"1130.	F. T. Zohora, Md. Yusuf Sarwar Uddin, Johra Muhammad Moosa",Not so Synchronous RPC: RPC with Silent Synchrony Switch for Avoiding Repeated Marshalling of Data
"1131.	Md Shariful Islam Bhuyan, and Itsik Pe’er, Modeling Mutation Events for Complex Variants in Human Genome",63rd Annual Meeting of the American Society of Human Genetics ASHG2013
"1132.	A Rahman, HM Cyrus, F Yasir, WB Adnan, MM Islam, Segmentation of handwritten Bangla script",2013 International Conference on Informatics
"1133.	4. N. Humaira, N. Bushra, Z. Firdous, and M. M. Khan, M. M. Islam",Curvelet feature based fingerprint recognition: Using fourier enhancement
"1134.	FY Sadeque, S Yasar, MM Islam",Bangla text to speech conversion: A syllabic unit selection approach
"1135.	Md. Shamsuzzoha Bayzid, Siavash Mirarab and Tandy Warnow",Inferring optimal species trees under gene duplication and loss
1136.	A. B. M. A. A. Islam and V. Raghunathan,Evaluating Q-learning based stateful round trip time estimation over high-data-rate wireless sensor networks
"1137.	M. J. Islam, M. M. Islam, and A. B. M. A. A. Islam, Evolutionary Spectrum Management in Cognitive Radio Networks",Proceedings of Workshop on Wireless Network and Communication
"1138.	S. Sharmin, F. Manne, Efficient Counting of Maximal Independentsets in Sparse Graphs",Proceedings of the 12th International Symposium on Experimental Algorithms
"1139.	Husnu Narman, Md. Shohrab Hossain, M. Atiquzzaman",Multi Class Traffic Analysis of Single and Multi-band Queuing System
"1140.	Md. Shohrab Hossain, Husnu Narman, M. Atiquzzaman",A Novel Scheduling and Queue Management Scheme for Multi-band Mobile Routers
"1141.	Muhammad Abdullah Adnan, Rajesh Gupta",Utility-Aware Deferred Load Balancing in the Cloud Driven by Dynamic Pricing of Electricity
"1142.	Muhammad Abdullah Adnan, Rajesh Gupta",Path Consolidation for Dynamic Right-sizing of Data Center Networks
1143.	Muhammad Abdullah Adnan,Energy-Optimized Dynamic Deferral of Workload for Capacity Provisioning in Data Centers
"1144.	Rifat Shahriyar, Stephen M. Blackburn, Xi Yang, Kathryn S. McKinley, Taking Off the Gloves with Reference Counting Immix",24th ACM SIGPLAN Conference on Object Oriented Programming
"1145.	A.K.M. Ashikur Rahman, Raqeebir Rab, Modeling and Analysis of Bi-connected Minimum Energy Path Preserving Graphs for Wireless Multi-hop Networks",The Second ACM Annual International Workshop on Mission-Oriented Wireless Sensor Networking ( ACM MiSeNet) in Conjuction with ACM MobiCom
"1146.	S. K. K. Santu, S. Rahman, Md. Yusuf Sarwar Uddin",Forming a Jury Board: Selecting Least Connected Users in Social Networks
"1147.	Mohiuddin Abdul Qader, S. Rahman, Masud Hasan, Structured Web Search in Small Domain",6th International Conference on Computer and Information Technology (ICCIT)
"1148.	S. K. K. Santu, S. Rahman, Saikat Chakraborty , M. Sohel Rahman",PIssGA: An ultra fast meta-heuristic approach to solve protein inference problem
"1149.	Mohammad Raihanul Islam, M. Sohel Rahman",An Improved Intelligent Water Drop Algorithm for a Real-Life Waste Collection Problem
"1150.	S.M. Ferdous, M. Sohel Rahman",Solving the Minimum Common String Partition Problem with the Help of Ants
"1151.	Abu Sayed Md. Latiful Hoque, Sharif Md. Saad Galib, Mashrura Tasnim, Mining Pathological Data to Support Medical Diagnostics",Workshop on Advances on Data Management: Applications and Algorithms
"1152.	Abu Sayed Md. Latiful Hoque, Rajshakhar Paul, Shibbir Ahmed, Preprocessing of Academic Data for Mining Association Rule",Workshop on Advances on Data Management: Applications and Algorithms
"1153.	Nashid Shahriar, Shihabur Rahman Chowdhury, Mahfuza Sharmin, Reaz Ahmed, Raouf Boutaba, Bertrand Mathieu, Ensuring Beta-Availability in P2P Social Networks",5th International Workshop on Hot Topics in Peer-to-peer computing and Online Social neTworking (HotPOST)
"1154.	K.M.A. Solaiman, Md. Mustafizur Rahman, Nashid Shahriar, AVRA Bangladesh collection",analysis & visualization of road accident data in Bangladesh
"1155.	Tanveer Awal, Lars Kulik, Kotagiri Ramamohanrao, Optimal traffic merging strategy for communication- and sensor-enabled vehicles",In Proceedings of the 16th International IEEE Conference on Intelligent Transportation Systems (ITSC)
"1156.	Tanzima Hashem, Mohammed Eunus Ali, Lars Kulik, Egemen Tanin, Anthony Quattrone, Protecting Privacy for Group Nearest Neighbor Queries with Crowdsourced Data and Computing",the 2013 ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp)
"1157.	Hossain Mahmud, Ashfaq Mahmood Amin, Mohammed Eunus Ali, Tanzima Hashem, Sarana Nutanong, A Group Based Approach for Path Queries in Road Networks",13th international symposium on spatial and temporal databases (SSTD 2013)
"1158.	Tanzima Hashem, Tahrima Hashem, Mohammed Eunus Ali, Lars Kulik, Group Trip Planning Queries in Spatial Databases",13th international symposium on spatial and temporal databases (SSTD 2013)
"1159.	Tanveer Awal, Lars Kulik, Kotagiri Ramamohanrao, A k-leader Fuel-efficient Traffic Model",In Proceedings of the 2013 IEEE Intelligent Vehicles Symposium
"1160.	S. Mehnaz, M. Sohel Rahman",Pairwise Compatibility Graphs Revisited
"1161.	Md. Shaifur Rahman, Mahmuda Naznin",Shortening the Tour-Length of a Mobile Data Collector in the WSN by the Method of Linear Shortcut
"1162.	Hasan Shahid Ferdous, Saif Ahmed, Md. Tanvir Alam Anik, Mashrura Tasnim",SNS Search in Developing Countries: Linking the People to End Digital Division in Information Retrieval
"1163.	Md. Iqbal Hossain , Md. Saidur Rahman, Straight-line monotone grid drawings of series-parallel graphs",19th International Computing and Combinatorics Conference (COCOON 2013)
"1164.	Md. Manzurul Hasan, Md. Saidur Rahman, Md. Rezaul Karim",Box-Rectangular Drawings of Planar Graphs
"1165.	Stephane Durocher, Debajyoti Mondal, Md. Saidur Rahman",On Graphs That Are Not PCGs
"1166.	Aftab Hussain, Md. Saidur Rahman",A new hierarchical clustering technique for restructuring software at the function level
"1167.	Sukarna Barua, Md. Monirul Islam, Kazuyuki Murase",ProWSyn: Proximity Weighted Synthetic Oversampling Technique for Imbalanced Data Set Learning
"1168.	Saif Ahmed, Md. Tanvir Alam Anik, Mashrura Tasnim, Hasan Shahid Ferdous",SNS Search in Developing Countries: A Pathway To End Digital Division In Information Retrieval
"1169.	Raihanul Islam, Sazzadur Rahaman, Rakibul Hasan, Ridwan Rashid Noel, Asif Salekin, Hasan Shahid Ferdous",A Novel Approach for Constructing Emulator for Microsoft Kinect XBOX 360 Sensor in the .NET Platform
"1170.	Raihanul Islam, Md. Mustafizur Rahman, Asif Salekin, A Novel Clustering-Based Ensemble Classification Model for Block Learning",The 2nd The International Conference on Pattern Recognition Applications and Methods (ICPRAM 2013)
"1171.	S. Masud, F. M. Choudhury, Mohammed Eunus Ali, S. Nutanong",Maximum Visibility Queries in Spatial Databases
"1172.	Md. Shohrab Hossain, Mohammed Atiquzzaman and William Ivancic, Performance Evaluation of Multihomed NEMO",2012 IEEE International Conference on Communications (ICC)
"1173.	S. M. Hafiz, M. N. Hasan and M. M. Islam",An efficient scanning based learning free algorithm for face detection
