Author Name,Author ID
,BUET_
"""Cooling energy integration in SimGrid","BUET_""Cooling_energy_integration_in_SimGrid"
"""μ""SETL: A Set Based Programming Abstraction for Wireless Sensor Networks","BUET_""μ""SETL:_A_Set_Based_Programming_Abstraction_for_Wireless_Sensor_Networks"
1.	Zarif Ikram,BUET_1.	Zarif_Ikram
An Optical Solution for the Subset Sum Problem,BUET_An_Optical_Solution_for_the_Subset_Sum_Problem
An Optimal Way of Machine Translation from English to Bengali,BUET_An_Optimal_Way_of_Machine_Translation_from_English_to_Bengali
An Optimal and Fault Tolerant Solution for Distributed Mutual Exclusion,BUET_An_Optimal_and_Fault_Tolerant_Solution_for_Distributed_Mutual_Exclusion
An Thanh Nguyen,BUET_An_Thanh_Nguyen
An algorithm for automatic design of two hidden layered artificial neural network,BUET_An_algorithm_for_automatic_design_of_two_hidden_layered_artificial_neural_network
An algorithm for c-edge-ranking of a starlike graph,BUET_An_algorithm_for_c-edge-ranking_of_a_starlike_graph
An algorithm for c-vertex-ranking of starlike graphs,BUET_An_algorithm_for_c-vertex-ranking_of_starlike_graphs
An efficient algorithm for optimal c-vertex-ranking of series-parallel graphs,BUET_An_efficient_algorithm_for_optimal_c-vertex-ranking_of_series-parallel_graphs
An efficient and effective method for data mining,BUET_An_efficient_and_effective_method_for_data_mining
An efficient decoding technique for Huffman codes,BUET_An_efficient_decoding_technique_for_Huffman_codes
An efficient implementation of electronic election system,BUET_An_efficient_implementation_of_electronic_election_system
An efficient line drawing algorithm,BUET_An_efficient_line_drawing_algorithm
Analysing structure of printed Bangla characters for computer recognition,BUET_Analysing_structure_of_printed_Bangla_characters_for_computer_recognition
Analysis of Computing Policies Using SAT Solvers (Short Paper),BUET_Analysis_of_Computing_Policies_Using_SAT_Solvers_(Short_Paper)
Analysis of minimum-energy path preserving graphs for ad hoc wireless networks,BUET_Analysis_of_minimum-energy_path_preserving_graphs_for_ad_hoc_wireless_networks
Analyzing terrific traffic in urban areas: a small step towards bringing order into city roads,BUET_Analyzing_terrific_traffic_in_urban_areas:_a_small_step_towards_bringing_order_into_city_roads
Anas M Tahir,BUET_Anas_M_Tahir
Anas Tahir,BUET_Anas_Tahir
Angelina Mcmillan-major,BUET_Angelina_Mcmillan-major
Anik Islam,BUET_Anik_Islam
Anika Anwar,BUET_Anika_Anwar
Anika Binte Islam,BUET_Anika_Binte_Islam
Anika Tabassum,BUET_Anika_Tabassum
Anindya Das,BUET_Anindya_Das
Anindya Iqbal,BUET_Anindya_Iqbal
Aniruddha Ganguly,BUET_Aniruddha_Ganguly
Ankit Agrawal,BUET_Ankit_Agrawal
Anna Shvets,BUET_Anna_Shvets
Anthony Quattrone,BUET_Anthony_Quattrone
Antibody sequence optimization with gradient-guided discrete walk-jump sampling,BUET_Antibody_sequence_optimization_with_gradient-guided_discrete_walk-jump_sampling
AntiqueData: A Proxy to Maintain Computational Transparency in Cloud,BUET_AntiqueData:_A_Proxy_to_Maintain_Computational_Transparency_in_Cloud
Antonio JR Gonzales,BUET_Antonio_JR_Gonzales
Anupam Das,BUET_Anupam_Das
Anwar Hossin Zahid,BUET_Anwar_Hossin_Zahid
Apurba Kishore Banik,BUET_Apurba_Kishore_Banik
Arabic Nominals in HPSG: A Verbal Noun Perspective,BUET_Arabic_Nominals_in_HPSG:_A_Verbal_Noun_Perspective
Aracely Angulo-Molina,BUET_Aracely_Angulo-Molina
Arif Arman,BUET_Arif_Arman
Arif Mohaimin Sadri,BUET_Arif_Mohaimin_Sadri
Ariful Islam,BUET_Ariful_Islam
Arnob Paul,BUET_Arnob_Paul
Arnob Saha,BUET_Arnob_Saha
Arpita Roy,BUET_Arpita_Roy
Arpita Saha,BUET_Arpita_Saha
Arthur J Campbell,BUET_Arthur_J_Campbell
Ashef Ainan Baksh,BUET_Ashef_Ainan_Baksh
Ashfaq Mahmood Amin,BUET_Ashfaq_Mahmood_Amin
Ashik Khan,BUET_Ashik_Khan
Ashikee Ghosh,BUET_Ashikee_Ghosh
Ashikur Rahman,BUET_Ashikur_Rahman
Ashish Upadhyay,BUET_Ashish_Upadhyay
Ashraf Uddin,BUET_Ashraf_Uddin
Ashvita Garg,BUET_Ashvita_Garg
Asif Ahmed,BUET_Asif_Ahmed
Asif Mustafa Hassan,BUET_Asif_Mustafa_Hassan
Asif Salekin,BUET_Asif_Salekin
Asif-ul Haque,BUET_Asif-ul_Haque
Asma Akter Maria,BUET_Asma_Akter_Maria
Assessing the Viability of Cross-Layer Modeling for Asynchronous,BUET_Assessing_the_Viability_of_Cross-Layer_Modeling_for_Asynchronous
Atanu Shome,BUET_Atanu_Shome
Atif H Rahman,BUET_Atif_H_Rahman
Atif Hasan Rahman,BUET_Atif_Hasan_Rahman
Atif Rahman,BUET_Atif_Rahman
Atiq Mollah,BUET_Atiq_Mollah
Atiqul Islam,BUET_Atiqul_Islam
Automatic Code Documentation Generation Using GPT-3,BUET_Automatic_Code_Documentation_Generation_Using_GPT-3
Automatic Detection and Recognition of Traffic Signs,BUET_Automatic_Detection_and_Recognition_of_Traffic_Signs
Automatic Detection of NoSQL Injection Using Supervised Learning,BUET_Automatic_Detection_of_NoSQL_Injection_Using_Supervised_Learning
Automatic Evaluation of Programming Assignments Using Information Retrieval Techniques,BUET_Automatic_Evaluation_of_Programming_Assignments_Using_Information_Retrieval_Techniques
Autonomic and Secure Computing,BUET_Autonomic_and_Secure_Computing
Avdesh Mishra,BUET_Avdesh_Mishra
Avijit Biswas,BUET_Avijit_Biswas
Awal Ahmed Fime,BUET_Awal_Ahmed_Fime
Ayesha Akhter,BUET_Ayesha_Akhter
Ayesha and Mostakim,BUET_Ayesha_and_Mostakim
Aylin Yener,BUET_Aylin_Yener
Ayon Sen,BUET_Ayon_Sen
Aziza Alsubki,BUET_Aziza_Alsubki
B. Boussau,BUET_B._Boussau
B. Burgstaller,BUET_B._Burgstaller
B. C. Faircloth,BUET_B._C._Faircloth
B. C. Ghosh,BUET_B._C._Ghosh
B. Islam,BUET_B._Islam
B. Islam and A. B. M. A. A. Islam,BUET_B._Islam_and_A._B._M._A._A._Islam
B. K. Debnath,BUET_B._K._Debnath
B. Kaminska,BUET_B._Kaminska
B. Li,BUET_B._Li
B. M. S. B. Talukder,BUET_B._M._S._B._Talukder
B. Maniymaran,BUET_B._Maniymaran
B. Nabholz,BUET_B._Nabholz
B. Scholz,BUET_B._Scholz
BTVSL: A Novel Sentence-Level Annotated Dataset for Bangla Sign Language Translation,BUET_BTVSL:_A_Novel_Sentence-Level_Annotated_Dataset_for_Bangla_Sign_Language_Translation
Badhan Das,BUET_Badhan_Das
Bangladesh country-code top-level domain (.bd) for internet and related issues,BUET_Bangladesh_country-code_top-level_domain_(.bd)_for_internet_and_related_issues
Basir Sabquat Chowdhury,BUET_Basir_Sabquat_Chowdhury
Bastien Boussau and Tandy Warnow,BUET_Bastien_Boussau_and_Tandy_Warnow
Batch Filtering,BUET_Batch_Filtering
Benazir,BUET_Benazir
Benchmarking VM Startup Time in the Cloud,BUET_Benchmarking_VM_Startup_Time_in_the_Cloud
Bend-minimum orthogonal drawings of plane 3- graphs,BUET_Bend-minimum_orthogonal_drawings_of_plane_3-_graphs
Benzir Md Ahmed,BUET_Benzir_Md_Ahmed
Bernd Bohnet,BUET_Bernd_Bohnet
Bertrand Mathieu,BUET_Bertrand_Mathieu
BigBank: A GIS Integrated AHP-TOPSIS Based Expansion Model for Banks,BUET_BigBank:_A_GIS_Integrated_AHP-TOPSIS_Based_Expansion_Model_for_Banks
Bingsheng Yao,BUET_Bingsheng_Yao
Bipul Chandra Dev Nath,BUET_Bipul_Chandra_Dev_Nath
Bishal Basak Papan,BUET_Bishal_Basak_Papan
Bishal Basak Papan and Md. Shohrab Hossain,BUET_Bishal_Basak_Papan_and_Md._Shohrab_Hossain
Bishwamittra Ghosh,BUET_Bishwamittra_Ghosh
Block Huffman Coding,BUET_Block_Huffman_Coding
Blood Bank Management Information System using Unified Process Methodology,BUET_Blood_Bank_Management_Information_System_using_Unified_Process_Methodology
Boleslaw Szymanski,BUET_Boleslaw_Szymanski
Bowen Xu,BUET_Bowen_Xu
Box-Rectangular Drawings of Planar Graphs,BUET_Box-Rectangular_Drawings_of_Planar_Graphs
Box-rectangular drawings of plane graphs,BUET_Box-rectangular_drawings_of_plane_graphs
Box-rectangular drawings of plane graphs with designated four corners,BUET_Box-rectangular_drawings_of_plane_graphs_with_designated_four_corners
Brandon Dang,BUET_Brandon_Dang
Breaking the Curse of Class Imbalance: Bangla Text Classification,BUET_Breaking_the_Curse_of_Class_Imbalance:_Bangla_Text_Classification
Bridging Female Entrepreneurs Using ICT,BUET_Bridging_Female_Entrepreneurs_Using_ICT
Brighten Godfrey,BUET_Brighten_Godfrey
Bryan Wilie,BUET_Bryan_Wilie
Bushra Tasnim Zahed,BUET_Bushra_Tasnim_Zahed
C,BUET_C
C. C. Weber,BUET_C._C._Weber
C. Gunter,BUET_C._Gunter
C. Iliopoulos,BUET_C._Iliopoulos
C. Li,BUET_C._Li
C. M. Rahman,BUET_C._M._Rahman
C. S. Hasan,BUET_C._S._Hasan
C. S. Hyder,BUET_C._S._Hyder
C. S. Iliopoulos,BUET_C._S._Iliopoulos
C. Williamson,BUET_C._Williamson
C.-X. Wang,BUET_C.-X._Wang
C.M. Rahman,BUET_C.M._Rahman
CORS - A Cost Optimized Resource Reservation Scheme for Grid,BUET_CORS_-_A_Cost_Optimized_Resource_Reservation_Scheme_for_Grid
Caleb Wohn,BUET_Caleb_Wohn
Can You Get into the Middle of Near Field Communication?,BUET_Can_You_Get_into_the_Middle_of_Near_Field_Communication?
Catherine Schwartz,BUET_Catherine_Schwartz
Ch. Md. Rakin Haider,BUET_Ch._Md._Rakin_Haider
Chakma,BUET_Chakma
Chakravarty Sakshar,BUET_Chakravarty_Sakshar
Challenges,BUET_Challenges
Challenges and a Comparitive Study,BUET_Challenges_and_a_Comparitive_Study
Chandra Bhagavatula,BUET_Chandra_Bhagavatula
Changing trends of climate in Bangladesh and a noble procedure of distribution of rainfall by clustering,BUET_Changing_trends_of_climate_in_Bangladesh_and_a_noble_procedure_of_distribution_of_rainfall_by_clustering
Chaobin You,BUET_Chaobin_You
ChatGPT Incorrectness Detection in Software Reviews,BUET_ChatGPT_Incorrectness_Detection_in_Software_Reviews
Cheng-Hsin Hsu,BUET_Cheng-Hsin_Hsu
Cheratta Muhsin,BUET_Cheratta_Muhsin
Chowdhury Mofizur Rahman,BUET_Chowdhury_Mofizur_Rahman
Chowdhury Nawrin Ferdous,BUET_Chowdhury_Nawrin_Ferdous
Chowdhury Sayeed Hyder,BUET_Chowdhury_Sayeed_Hyder
Chowdhury Sayeed Hyder and Mohammad Tanvir Irfan,BUET_Chowdhury_Sayeed_Hyder_and_Mohammad_Tanvir_Irfan
Chris Clifton,BUET_Chris_Clifton
Chris Grainge,BUET_Chris_Grainge
Christophe Silien,BUET_Christophe_Silien
Christopher W. Clifton,BUET_Christopher_W._Clifton
Cleaning and Clustering of Sensor Data by K-Means Algorithm for Efficient Query Processing,BUET_Cleaning_and_Clustering_of_Sensor_Data_by_K-Means_Algorithm_for_Efficient_Query_Processing
Clustering Medical Data to Predict the Likelihood of Diseases,BUET_Clustering_Medical_Data_to_Predict_the_Likelihood_of_Diseases
CoDesc: A Large Code–Description Parallel Dataset,BUET_CoDesc:_A_Large_Code–Description_Parallel_Dataset
Coding System for Bangla Spell Checke,BUET_Coding_System_for_Bangla_Spell_Checke
Color image segmentation using visible color difference and canny edge detector,BUET_Color_image_segmentation_using_visible_color_difference_and_canny_edge_detector
Combined Evolution Model: Integrating Machine Learning,BUET_Combined_Evolution_Model:_Integrating_Machine_Learning
Comparative performance analysis of MPEG4,BUET_Comparative_performance_analysis_of_MPEG4
Comparing Alternative Route Planning Techniques,BUET_Comparing_Alternative_Route_Planning_Techniques
Complexity of Max Cut on Special Graphs,BUET_Complexity_of_Max_Cut_on_Special_Graphs
Complexity of Max-Cut on Special Graphs,BUET_Complexity_of_Max-Cut_on_Special_Graphs
Composite Pattern Matching in Time Series,BUET_Composite_Pattern_Matching_in_Time_Series
Compression enhancement of HIBASE technique using HUFFMAN coding,BUET_Compression_enhancement_of_HIBASE_technique_using_HUFFMAN_coding
Computing Nice Projections of Convex Polyhedra,BUET_Computing_Nice_Projections_of_Convex_Polyhedra
Content Clustering of Computer Mediated Courseware Using Data Mining Technique,BUET_Content_Clustering_of_Computer_Mediated_Courseware_Using_Data_Mining_Technique
Content based image retrieval using curvelet transform,BUET_Content_based_image_retrieval_using_curvelet_transform
Continuous Detour Queries in Indoor Venues,BUET_Continuous_Detour_Queries_in_Indoor_Venues
Continuous Obstructed Detour Queries,BUET_Continuous_Obstructed_Detour_Queries
Contrastive Learning for API Aspect Analysis,BUET_Contrastive_Learning_for_API_Aspect_Analysis
Controlled Dropout for Uncertainty Estimation,BUET_Controlled_Dropout_for_Uncertainty_Estimation
Controlled Flooding in Wireless Ad-hoc Networks,BUET_Controlled_Flooding_in_Wireless_Ad-hoc_Networks
Controlling Remote Systems Using Mobile Telephony,BUET_Controlling_Remote_Systems_Using_Mobile_Telephony
Cost Analysis of Mobility Protocols,BUET_Cost_Analysis_of_Mobility_Protocols
Cost analysis of NEMO protocol entities,BUET_Cost_analysis_of_NEMO_protocol_entities
Costas Iliopoulos,BUET_Costas_Iliopoulos
Costas S. Iliopoulos,BUET_Costas_S._Iliopoulos
Craig Thomson,BUET_Craig_Thomson
Creek: Leveraging Serverless for Online Machine Learning on Streaming Data,BUET_Creek:_Leveraging_Serverless_for_Online_Machine_Learning_on_Streaming_Data
CrossSum: Beyond English-Centric Cross-Lingual Summarization for 1,BUET_CrossSum:_Beyond_English-Centric_Cross-Lingual_Summarization_for_1
Crowd-enabled Processing of Trustworthy,BUET_Crowd-enabled_Processing_of_Trustworthy
Current research on planar graphs,BUET_Current_research_on_planar_graphs
Curvelet texture based face recognition using principal component analysis,BUET_Curvelet_texture_based_face_recognition_using_principal_component_analysis
Cutting Out Polygons with a Circular Saw,BUET_Cutting_Out_Polygons_with_a_Circular_Saw
Cutting a Convex Polygon Out of a Circle,BUET_Cutting_a_Convex_Polygon_Out_of_a_Circle
D,BUET_D
D Zhang,BUET_D_Zhang
D. Barua,BUET_D._Barua
D. Long,BUET_D._Long
D. Palsetia,BUET_D._Palsetia
D. R. McGregor,BUET_D._R._McGregor
D. Roy,BUET_D._Roy
D. T. Ahmed,BUET_D._T._Ahmed
D.A. Pitts,BUET_D.A._Pitts
DDoS Attack Detection Using Ensemble Machine Learning,BUET_DDoS_Attack_Detection_Using_Ensemble_Machine_Learning
DQA: Automata with new Memories,BUET_DQA:_Automata_with_new_Memories
Dan Xu,BUET_Dan_Xu
Dana Alotaibi,BUET_Dana_Alotaibi
Data Storage and Recording,BUET_Data_Storage_and_Recording
Database Compression for Management of Terabyte Level of Relational Data,BUET_Database_Compression_for_Management_of_Terabyte_Level_of_Relational_Data
David Hoksza,BUET_David_Hoksza
David Keellings,BUET_David_Keellings
David Nicol,BUET_David_Nicol
Debajyoti Mondal,BUET_Debajyoti_Mondal
Debessay Kassa,BUET_Debessay_Kassa
Debojit Pandit,BUET_Debojit_Pandit
Decoupled and Delegable Cache Data and Metadata,BUET_Decoupled_and_Delegable_Cache_Data_and_Metadata
Deem Alyami,BUET_Deem_Alyami
Deen Md Abdullah,BUET_Deen_Md_Abdullah
Degree restricted spanning trees of graphs,BUET_Degree_restricted_spanning_trees_of_graphs
Delta Graphs for Wireless ad hoc networks,BUET_Delta_Graphs_for_Wireless_ad_hoc_networks
Dennis Lal,BUET_Dennis_Lal
Design and Implementation of Loss Mitigation in Spot Instances,BUET_Design_and_Implementation_of_Loss_Mitigation_in_Spot_Instances
Design of An l- Exclusion Algorithm for Mobile Adhoc Networks,BUET_Design_of_An_l-_Exclusion_Algorithm_for_Mobile_Adhoc_Networks
Design of a graph drawing and visualization system,BUET_Design_of_a_graph_drawing_and_visualization_system
Design of quaternary serial and parallel adders,BUET_Design_of_quaternary_serial_and_parallel_adders
Detecting Multilabel Sentiment and Emotions from Bangla YouTube Comments,BUET_Detecting_Multilabel_Sentiment_and_Emotions_from_Bangla_YouTube_Comments
Detecting network intrusion through anomalous packet identification,BUET_Detecting_network_intrusion_through_anomalous_packet_identification
Deterministic cluster head selection for wireless sensor networks,BUET_Deterministic_cluster_head_selection_for_wireless_sensor_networks
Developing a Bangla Currency Recognizer for Visually Impaired People,BUET_Developing_a_Bangla_Currency_Recognizer_for_Visually_Impaired_People
Developing a Framework for Video-Telephony in MANET,BUET_Developing_a_Framework_for_Video-Telephony_in_MANET
Dewan Farid,BUET_Dewan_Farid
DhakaSim: A Tool for Simulating Traffic Mobility in Dhaka City,BUET_DhakaSim:_A_Tool_for_Simulating_Traffic_Mobility_in_Dhaka_City
Dianbo Liu,BUET_Dianbo_Liu
Dibyendu Brinto Bose,BUET_Dibyendu_Brinto_Bose
Differential Sort(D-Sort):A Subtraction-Based Sorting Algorithm,BUET_Differential_Sort(D-Sort):A_Subtraction-Based_Sorting_Algorithm
Digging the Innate Reliability of Wireless Networked Systems,BUET_Digging_the_Innate_Reliability_of_Wireless_Networked_Systems
Digital Land Management System: A new initiative for Bangladesh,BUET_Digital_Land_Management_System:_A_new_initiative_for_Bangladesh
Dimitris Staratzis,BUET_Dimitris_Staratzis
Dipan Sadekeen,BUET_Dipan_Sadekeen
Dipannoy Das Gupta,BUET_Dipannoy_Das_Gupta
Dipon Saha,BUET_Dipon_Saha
Dipto Das,BUET_Dipto_Das
Distributed Index: Algorithms and Models,BUET_Distributed_Index:_Algorithms_and_Models
Distributed Low Overhead ID in a Wireless Sensor Network,BUET_Distributed_Low_Overhead_ID_in_a_Wireless_Sensor_Network
Distributed Pattern Matching for P2P Systems,BUET_Distributed_Pattern_Matching_for_P2P_Systems
Distributing Active Learning Algorithms,BUET_Distributing_Active_Learning_Algorithms
Distribution of objects to bins: generating all distributions,BUET_Distribution_of_objects_to_bins:_generating_all_distributions
Diurnal Availability for Peer-to-Peer Systems,BUET_Diurnal_Availability_for_Peer-to-Peer_Systems
Donggyun Han,BUET_Donggyun_Han
Down for the Count? Getting Reference Counting Back in the Ring,BUET_Down_for_the_Count?_Getting_Reference_Counting_Back_in_the_Ring
Drawing Lines by Uniform Packing,BUET_Drawing_Lines_by_Uniform_Packing
Drawing lines by uniform packing,BUET_Drawing_lines_by_uniform_packing
Dynamic Group Trip Planning Queries in Spatial Databases,BUET_Dynamic_Group_Trip_Planning_Queries_in_Spatial_Databases
Dynamic Nearest Neighbor Queries in Euclidean Space,BUET_Dynamic_Nearest_Neighbor_Queries_in_Euclidean_Space
Dynamic Resource Provisioning for Video Transcoding in IaaS Cloud,BUET_Dynamic_Resource_Provisioning_for_Video_Transcoding_in_IaaS_Cloud
Dynamic Trust Model for Reliable Transactions in Multi-agent Systems,BUET_Dynamic_Trust_Model_for_Reliable_Transactions_in_Multi-agent_Systems
Dynamic service policy-based clustered wireless networks,BUET_Dynamic_service_policy-based_clustered_wireless_networks
E. Ahmed,BUET_E._Ahmed
E. Al-Shaer,BUET_E._Al-Shaer
E. Amyeen,BUET_E._Amyeen
E. G. Manning,BUET_E._G._Manning
E. Gowland,BUET_E._Gowland
E. M. Hvidevold,BUET_E._M._Hvidevold
E. Manning,BUET_E._Manning
E. Murelli,BUET_E._Murelli
E. Ray Dorsey,BUET_E._Ray_Dorsey
E. Tanin,BUET_E._Tanin
E. Torng,BUET_E._Torng
Earl Ray Dorsey,BUET_Earl_Ray_Dorsey
Early Detection of Earthquake Using Satellite Based Quantum Computing,BUET_Early_Detection_of_Earthquake_Using_Satellite_Based_Quantum_Computing
Edge-ranking problem is NP-Complete even for series-parallel graphs,BUET_Edge-ranking_problem_is_NP-Complete_even_for_series-parallel_graphs
Eduardo Pérez-Palma,BUET_Eduardo_Pérez-Palma
Edward Banner,BUET_Edward_Banner
Effect of Smile on Facial Landmark Based Face Recognition,BUET_Effect_of_Smile_on_Facial_Landmark_Based_Face_Recognition
Effects of fitness functions for the evolution of autonomous robots in an open environment,BUET_Effects_of_fitness_functions_for_the_evolution_of_autonomous_robots_in_an_open_environment
Efficient Algorithm for Restricted LCS Problem,BUET_Efficient_Algorithm_for_Restricted_LCS_Problem
Efficient Computation of Trips with Friends and Families,BUET_Efficient_Computation_of_Trips_with_Friends_and_Families
Efficient Counting of Maximal Independentsets in Sparse Graphs,BUET_Efficient_Counting_of_Maximal_Independentsets_in_Sparse_Graphs
Efficient Generation of Combinatorial Families,BUET_Efficient_Generation_of_Combinatorial_Families
Efficient Test Collection Construction via Active Learning,BUET_Efficient_Test_Collection_Construction_via_Active_Learning
Efficient generation of evolutionary trees,BUET_Efficient_generation_of_evolutionary_trees
Egemen Tanin,BUET_Egemen_Tanin
Ehab S Elmallah,BUET_Ehab_S_Elmallah
Ehsan Hoque,BUET_Ehsan_Hoque
Ekram Hossain,BUET_Ekram_Hossain
Eliane V Mancuzo,BUET_Eliane_V_Mancuzo
Ellen Wagner,BUET_Ellen_Wagner
Email Worm Detection using Naive Bayes and Support Vector Machine,BUET_Email_Worm_Detection_using_Naive_Bayes_and_Support_Vector_Machine
Emily Spence,BUET_Emily_Spence
Emma Waddell,BUET_Emma_Waddell
Empirical Study On Learnable Evolution Model For P-Median and Capacitated P-Median Problems,BUET_Empirical_Study_On_Learnable_Evolution_Model_For_P-Median_and_Capacitated_P-Median_Problems
Enamul Hoque,BUET_Enamul_Hoque
Energy Efficient Multiple Target Tracking Using Target Kinematics,BUET_Energy_Efficient_Multiple_Target_Tracking_Using_Target_Kinematics
Enforcing delay-aware fog-cloud based IoT firewall (Work In Progress),BUET_Enforcing_delay-aware_fog-cloud_based_IoT_firewall_(Work_In_Progress)
Enhanced partial dominant pruning (EPDP) based broadcasting in ad hoc wireless networks,BUET_Enhanced_partial_dominant_pruning_(EPDP)_based_broadcasting_in_ad_hoc_wireless_networks
Enhancing Classification Ability of Single-Layered Complex-Valued Neural Network by Ensemble Methods,BUET_Enhancing_Classification_Ability_of_Single-Layered_Complex-Valued_Neural_Network_by_Ensemble_Methods
Enhancing Security in Specialized Use of Mobile IP,BUET_Enhancing_Security_in_Specialized_Use_of_Mobile_IP
Ensemble with Selected Heterogeneous Neural Networks,BUET_Ensemble_with_Selected_Heterogeneous_Neural_Networks
Ensuring Beta-Availability in P2P Social Networks,BUET_Ensuring_Beta-Availability_in_P2P_Social_Networks
Equiprojective polyhedra,BUET_Equiprojective_polyhedra
Equivalence of Problems in Problem Based e-Learning of Database,BUET_Equivalence_of_Problems_in_Problem_Based_e-Learning_of_Database
Eric Blais,BUET_Eric_Blais
Eric G. Manning,BUET_Eric_G._Manning
Erratic Dancing,BUET_Erratic_Dancing
Esther Annan,BUET_Esther_Annan
Euna Mehnaz Khan,BUET_Euna_Mehnaz_Khan
Eunus Ali,BUET_Eunus_Ali
Even Detection in Untrustworthy Network,BUET_Even_Detection_in_Untrustworthy_Network
Evolutionary Spectrum Management in Cognitive Radio Networks,BUET_Evolutionary_Spectrum_Management_in_Cognitive_Radio_Networks
Evolving macro-actions for planning,BUET_Evolving_macro-actions_for_planning
Executing Firewalls in Public Clouds,BUET_Executing_Firewalls_in_Public_Clouds
Experiments on Union-Find Algorithms for the Disjoint-Set Data Structure,BUET_Experiments_on_Union-Find_Algorithms_for_the_Disjoint-Set_Data_Structure
Exploiting Simultaneous Multithreading in Priority-Driven Hard Real-Time Systems,BUET_Exploiting_Simultaneous_Multithreading_in_Priority-Driven_Hard_Real-Time_Systems
Exploring systematic errors in sequencing technologies,BUET_Exploring_systematic_errors_in_sequencing_technologies
F Yasir,BUET_F_Yasir
F. A. Chowdhury,BUET_F._A._Chowdhury
F. A. Siddique,BUET_F._A._Siddique
F. Afroze and A. B. M. A. A. Islam,BUET_F._Afroze_and_A._B._M._A._A._Islam
F. Cuervo,BUET_F._Cuervo
F. Donelson Smith,BUET_F._Donelson_Smith
F. H. Siddiqui,BUET_F._H._Siddiqui
F. Habib,BUET_F._Habib
F. Haque,BUET_F._Haque
F. J. M. Salzborn,BUET_F._J._M._Salzborn
F. Kiyak,BUET_F._Kiyak
F. M. Choudhury,BUET_F._M._Choudhury
F. Manne,BUET_F._Manne
F. Rahman,BUET_F._Rahman
F. Sarker,BUET_F._Sarker
F. T. Zohora,BUET_F._T._Zohora
F. T. Zohra and M. M. Islam,BUET_F._T._Zohra_and_M._M._Islam
F. U. Ahmed,BUET_F._U._Ahmed
F. Zhang,BUET_F._Zhang
F.H. Collins,BUET_F.H._Collins
F.J.M. Salzborn,BUET_F.J.M._Salzborn
FJM Salzborn,BUET_FJM_Salzborn
FLV and 3GP multimedia file formats using wireless network parameters,BUET_FLV_and_3GP_multimedia_file_formats_using_wireless_network_parameters
FT Zohra,BUET_FT_Zohra
Fabiha Tasneem,BUET_Fabiha_Tasneem
Faheem Abrar,BUET_Faheem_Abrar
Fahim Morshed,BUET_Fahim_Morshed
Fahmida Gulshan,BUET_Fahmida_Gulshan
Fahmida Yasmin Rifat,BUET_Fahmida_Yasmin_Rifat
Fahmida and Khan,BUET_Fahmida_and_Khan
Fairuz and Sharmin,BUET_Fairuz_and_Sharmin
Faisal I Rezwan,BUET_Faisal_I_Rezwan
Fanxin Kong,BUET_Fanxin_Kong
Farayi Musharavati,BUET_Farayi_Musharavati
Farhan Fuad Abir,BUET_Farhan_Fuad_Abir
Farhan Tanvir Utshaw,BUET_Farhan_Tanvir_Utshaw
Farhan and Soron,BUET_Farhan_and_Soron
Farhana Farhana Murtaza Choudhury,BUET_Farhana_Farhana_Murtaza_Choudhury
Farhana M Choudhury,BUET_Farhana_M_Choudhury
Farhana M. Choudhury,BUET_Farhana_M._Choudhury
Farhana Murtaza Choudhury,BUET_Farhana_Murtaza_Choudhury
Farhana Zaman and Salman Rakin,BUET_Farhana_Zaman_and_Salman_Rakin
Farhana and Rahman,BUET_Farhana_and_Rahman
Farhin Faiza Neha,BUET_Farhin_Faiza_Neha
Faria Huq,BUET_Faria_Huq
Fariha Rowshan Huda,BUET_Fariha_Rowshan_Huda
Fariha Tabassum Islam,BUET_Fariha_Tabassum_Islam
Fariha Tasmin Jaigirdar,BUET_Fariha_Tasmin_Jaigirdar
Farzana Nowrin,BUET_Farzana_Nowrin
Farzana Rahman,BUET_Farzana_Rahman
Farzana Yasmin and Adnan,BUET_Farzana_Yasmin_and_Adnan
Farzia Afroze,BUET_Farzia_Afroze
Fast,BUET_Fast
Fast Conservative Garbage Collection,BUET_Fast_Conservative_Garbage_Collection
Fast Support Vector Machine Using Singular Value Decomposition,BUET_Fast_Support_Vector_Machine_Using_Singular_Value_Decomposition
Fatema Tuz Zohora,BUET_Fatema_Tuz_Zohora
Fatema Tuz Zohra,BUET_Fatema_Tuz_Zohra
Fatemeh Saremi,BUET_Fatemeh_Saremi
Fault Tolerant Optimized Broadcast for Wireless Ad-hoc Networks,BUET_Fault_Tolerant_Optimized_Broadcast_for_Wireless_Ad-hoc_Networks
Fault tolerance of distributed multimedia system using quality adaptation,BUET_Fault_tolerance_of_distributed_multimedia_system_using_quality_adaptation
Fault-Tolerant 3D Mesh for Network-on-Chip,BUET_Fault-Tolerant_3D_Mesh_for_Network-on-Chip
Faysal Hossain,BUET_Faysal_Hossain
Faysal Hossain Shezan,BUET_Faysal_Hossain_Shezan
Fazle Rabbi,BUET_Fazle_Rabbi
Fazle Rafsani,BUET_Fazle_Rafsani
Feature and Performance Based Comparative Study on Serverless Frameworks,BUET_Feature_and_Performance_Based_Comparative_Study_on_Serverless_Frameworks
Finding Hierarchical Network Model in Insulin Production Process,BUET_Finding_Hierarchical_Network_Model_in_Insulin_Production_Process
