Authors,Title
"sabrina tasnim, arifur rahman, md.salehin ferdous","""md.salehinferdouskader,‘security vulnerabilities and possible prevention measures for ensuring the information security of e- commerce’"""
"md. salehin ferdous kader , shekh istiak ahmed","""‘network model scenario of delay tolerant network by utilizing self-organized data aggregation technique in disperse environment using evolutionary game theory"""
"md. rakibul islam chowdhury* , mizanoor rahman , tarokito ahmed srabon","""sustainable construction performances: challenge and limitation to successful adoption in construction industry"""
dr. rinku  basak,N/A
dr. tanbir ibne anowar,N/A
dr. shameem ahmad,N/A
"fazllul karim nadim, akib jayed islam, sadman shahriar alam, tajwar abrar aleef, khandoker tanjim ahammad",N/A
dr. gour chand mazumder,"""a modeled carbon emission analysis of rampal power plant in bangladesh and  a review of carbon reduction technologies"""
"md. habibur rahman, s m nasif shams, gour chand mazumder, saiful huque","""a data acquisition system for solar pv module with variable load"""
trang nguyen; amirul islam; takaya yamazato; yeong min jang,"""technical issues on ieee 802.15.7m image sensor communication standardization"""
trang nguyen; amirul islam; tanvir hossan; yeong min jang,N/A
dr. amirul islam,"""region-of-interest signaling vehicular system using optical camera communications"""
"amirul islam, md. tanvir hossan, trang nguyen, and yeong min jang","""adaptive spatial-temporal resolution optical vehicular communication system using image sensor"""
dr. monon mahboob,"""investigation on mechanical properties of polycrystalline w nanowire."""
"line kyhl, régis bisson, richard balog, michael n groves, esben leonhard kolsbjerg, andrew martin cassidy, jakob holm jørgensen, susanne halkjær, jill a miwa, antonija grubišić čabo, thierry angot, philip hofmann, mohammad alif arman, samuli urpelainen, paolo lacovig, luca bignardi, hendrik bluhm, jan knudsen, bjørk hammer, liv hornekaer","""exciting h2 molecules for graphene functionalization"""
"mohammad a arman, lindsay r merte, edvin lundgren, jan knudsen","""co3o4(100) films grown on ag(100): structure and chemical properties"""
"samuli urpelainen, conny såthe, walan grizolli, marcus agåker, ashley r head, margit andersson, s-w huang, brian n jensen, erik wallén, hamed tarawneh, rami sankari, ralf nyholm, mirjam lindberg, peter sjöblom, niclas johansson, benjamin n reinecke, m alif arman, lindsay r merte, jan knudsen, joachim schnadt, jesper n andersen, franz hennies","""the species beamline at the max iv laboratory: a facility for soft x-ray rixs and apxps"""
"charlotte herbig, timo knispel, sabina simon, ulrike a schröder, antonio j martínez-galera, mohammad a arman, christian teichert, jan knudsen, arkady v krasheninnikov, thomas michely","""from permeation to cluster arrays: graphene on ir (111) exposed to carbon vapor"""
"philipp valerius, charlotte herbig, moritz will, mohammad a. arman, jan knudsen, vasile caciuc, nicolae atodiresei, and thomas michely","""annealing of ion-irradiated hexagonal boron nitride on ir (111)"""
"antonio j martínez-galera, ulrike a schröder, charlotte herbig, ma arman, j knudsen, thomas michely","""preventing sintering of nanoclusters on graphene by radical adsorption"""
"tanbir ibne anowar, surajit das barman, ahmed wasif reza & narendra kumar","""high-efficiency resonant coupled wireless power transfer via tunable impedance matching"""
"tanbir ibne anowar*, narendra kumar† , harikrishnan ramiah*  and ahmed wasif reza*","""efficiency enhancement of wireless power transfer with optimum coupling mechanism for mid-range operation"""
dr. shameem ahmad,N/A
"sadman shahriar alam, akib jayed islam, f.k. nadim, khondokar tanjim ahmmad",N/A
muhibul haque bhuyan,"""history and evolution of cmos technology and its application in semiconductor industry"""
dr. nadia  anam,N/A
dr. nadia  anam,N/A
m. t. alam and n. islam,N/A
farzana siddiqua,N/A
dr. mollah rezaul alam,N/A
rifat  nazneen,N/A
dr. mehedi bin mohammad,N/A
dr. mehedi bin mohammad,N/A
dr. mehedi bin mohammad,N/A
fauzia rahman mouri,N/A
kazi firoz ahmed,N/A
saiful hasan tariq,N/A
md. hasib noor,N/A
"susmita ghosh, adnan mohammad, abdullah mahmud, ferdous abedin, md. rokib hasan, rakib ahmed, taufiquzzaman, maisha farzana","""proposing a technique to design a boost converter based charger and analysis on the power and efficiency"""
sumaiya  umme hani,N/A
nazmul  hasan,N/A
dr. effat jahan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
shantanu kumar nath,N/A
ajmeri nusrat shoma,N/A
dr. md. abu bakar siddiqui,N/A
ashik mannan vaskor,N/A
dr. md. abdur rahman,N/A
chowdhury akram hossain,N/A
safayet  ahmed,N/A
dr. md. kabiruzzaman,N/A
dr. md. kabiruzzaman,N/A
m. arefeen ibrahim,N/A
dr. md. ehasanul haque,N/A
dr. md. ehasanul haque,N/A
lt. col. dr. kazi abu taher,N/A
tahia  fahrin karim,N/A
"nazmul ahmed, chowdhury akram hossain, md. saniat rahman zishan, md. mamunur rashid, nafiz ahmed chisty",N/A
abir  ahmed,N/A
nusrat  alim,N/A
"priyanka deymouri, abir ahmed, md. humayun kabir",N/A
s.m. tasmeeh  ahsan,N/A
"tadbirul islam, mohammad nasir uddin","""128 gbit/s 1620 km hybrid otdm-wdm fiber optic communication system"""
"mir tanvir  hossain, tadbirul islam and mohammad nasir uddin","""320 channel optically amplified 1550-nm light wave directly modulated catv transport system performance improvement using optical injection technique"""
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. rifat  hazari,N/A
nadia  nowshin,N/A
dr. m.  tanseer ali,N/A
dr. md. mohiuddin uzzal,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
ahmed mortuza saleque,N/A
"susmita ghosh, sadia sultana, md. mahmudun naby, aziz muhammad abdul, mahmudul haque","""utilization of geothermal energy for power generation"""
"nadia anam, susmita ghosh, tasmia farihba","""design of a wireless protection scheme for smart-grid-based industrial systems. journal of power electronics & power systems"""
ahmed mortuza saleque,N/A
raja rashidul hasan,N/A
farhadur arifin,N/A
farhadur arifin,N/A
sharmin jahan,N/A
farhadur arifin,N/A
farhadur arifin,N/A
farhadur arifin,N/A
ahmed mortuza saleque,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. m.  tanseer ali,N/A
mehedi azad shawon,N/A
nazifa zabeen siddiqua,N/A
dr. ashiqur  rahman,N/A
dr. ashiqur  rahman,N/A
dr. ashiqur  rahman,N/A
dr. ashiqur  rahman,N/A
dr. ashiqur  rahman,N/A
ashik mannan vaskor,N/A
chowdhury akram hossain,N/A
dr. md. abdur rahman,N/A
ashik mannan vaskor,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. hasan imam,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. abu bakar siddiqui,N/A
abul  hasnat,N/A
moddassir khan nayeem,N/A
moddassir khan nayeem,N/A
farzana siddiqua,N/A
md. sariful islam,N/A
kawshik shikder and farhadur arifin,N/A
"wazhia akter yenisey, kawshik shikder and rinku basak","""design of ultra-wide band slotted pifa for wireless devices"""
"nuzat nuary alam, rethwan faiz","""design and implementation of a textile pressure sensor based on carbon impregnated foam"""
irfat alam,"""way-finding in interior public place (shopping mall) in bangladesh: current scenario and scope"""
rethwan faiz,N/A
"md. ajijul bin zabbar, nafiz ahmed chisty","""design & implementation of an unmanned ground vehicle (ugv) surveillance robot"""
nasim al islam,N/A
dr. md. mohiuddin uzzal,N/A
raja rashidul hasan,N/A
fauzia rahman mouri,N/A
irfat alam,N/A
dr. mollah rezaul alam,N/A
safayet  ahmed,N/A
"fariha afrin, kawshik shikder and rinku basak","""performance analysis of single band pifa for 4g/lte  mobile communication networks"""
"takuya kitano, mohammad nasir uddin, bingzhou hong, akio tajima, haisong jiang and kiichi hamamoto","""demonstration of photon–photon resonance peak enhancement by waveguide configuration modification on active multimode interferometer laser diode"""
md. mizanur rahman,N/A
dr. mohammad tawhidul alam,N/A
dr. md. mahadi  hasan,"""a review of modern advancement in micro drilling techniques"""
muhibul haque bhuyan and sher shermin azmiri khan,"""teaching numerical analysis course for electrical engineering students using matlab"""
rokhsana titlee and muhibul haque bhuyan,"""design, implementation and testing of ultrasonic high precision contactless distance measurement system using microcontroller"""
"ahmed al mansur, biplob chandra shil, and muhibul haque bhuyan","""design and development of pc based elevator control systems via atmega32 microcontroller"""
"k ueda, k suzuki, r toyoshima, y monya, m yoshida, k isegawa, k amemiya, k mase, bs mun, ma arman, e grånäs, j knudsen, j schnadt, h kondoh","""adsorption and reaction of co and no on ir (111) under near ambient pressure conditions"""
"ulrike a schröder, elin grånäs, timm gerber, mohammad a arman, antonio j martínez-galera, karina schulte, jesper n andersen, jan knudsen, thomas michely","""etching of graphene on ir(111) with molecular oxygen"""
"jakob holm jørgensen, antonija grubisic cabo, richard balog, line kyhl, michael n groves, andrew martin cassidy, albert bruix, marco bianchi, maciej dendzik, mohammad alif arman, lutz lammich, josé ignacio pascual, jan knudsen, bjørk hammer, philip hofmann, liv hornekaer","""symmetry-driven band gap engineering in hydrogen functionalized graphene"""
"ulrike a schröder, marin petrović, timm gerber, antonio j martínez-galera, elin grånäs, mohammad a arman, charlotte herbig, joachim schnadt, marko kralj, jan knudsen, thomas michely","""core level shifts of intercalated graphene"""
"mohammad alif arman, andreas klein, pascal ferstl, abhilash valookaran, johan gustafson, karina schulte, edvin lundgren, klaus heinz, alexander schneider, florian mittendorfer, lutz hammer, jan knudsen","""adsorption of hydrogen on stable and metastable ir(100) surfaces"""
richard victor biswas,N/A
dr. monon mahboob,N/A
"mohammad arif hossain, amirul islam, nam tuan le, yong tae lee, hyun woo lee, and yeong min jang",N/A
"nam tuan le,1mohammad arif hossain ,1amirul islam ,1do-yun kim,2young-june choi ,2and yeong min jang","""survey of promising technologies for 5g networks"""
"gour chand mazumder, partha ranjan biswas, nasif shams, saiful huque, md.  habibur rahman","""development of a computerized i-v tracing system for  solar pv module"""
"md tarek morad, nazifa zabeen siddiqua and shuva chowdhury",N/A
"papan dey, shameem ahmad, saad mekhilef, fadi m albatsh",N/A
"shameem ahmad, fadi m albatsh, saad mekhilef, shuvra saha",N/A
"fadi m albatsh, saad mekhilef, shameem ahmad, hazlie mokhlis, ma hassan",N/A
"shameem ahmad, fadi m albatsh, saad mekhilef, hazlie mokhlis",N/A
"sharmina haque, tabassum zarin","""creating new eco-cities for sustainable urban development"""
tabassum  zarin,N/A
dr. rinku basak,N/A
"kazi ahmed asif fuad, shahriyar masud rizvi","""hardware software co-simulation of canny edge detection algorithm"""
"kazi ahmed asif fuad, shahriyar masud rizvi","""hardware/software co-simulation of gradient-based edge detectors: a comparative study"""
"kazi ahmed asif fuad, shahriyar masud rizvi","""varying sample-width to realize area-efficient fpga realization of sobel-fieldman edge detector"""
"md. rashedul amin, shahriyar masud rizvi, jerry j cupal","""a pseudo randomly triggered integer cycle control (prt-icc) for ac loads to reduce thd, emi and rfi"""
"alex s walton, jakob fester, michal bajdich, mohammad a arman, jacek osiecki, jan knudsen, aleksandra vojvodic, jeppe v lauritsen","""interface controlled oxidation states in layered cobalt oxide nanoislands on gold"""
"charlotte herbig, e harriet åhlgren, ulrike a schröder, antonio j martinez-galera, mohammad a arman, jani kotakoski, jan knudsen, arkady v krasheninnikov, thomas michely","""xe irradiation of graphene on ir (111): from trapping to blistering"""
"charlotte herbig, e harriet åhlgren, ulrike a schröder, antonio j martínez-galera, mohammad a arman, wouter jolie, carsten busse, jani kotakoski, jan knudsen, arkady v krasheninnikov, thomas michely","""comment on “interfacial carbon nanoplatelet formation by ion irradiation of graphene on iridium (111)”"""
"surajit das barman, ahmed wasif reza, narendra kumar, tanbir ibne anowar",N/A
"sikder mohammad faruk, mir mofajjal hossain, ahmed al mansur, and muhibul haque bhuyan","""improvement of input side current of a three-phase cúk rectifier"""
"shahriar mahmud kabir, ahmed al mansur, and muhibul haque bhuyan",N/A
"m. t. alam and a. kawser, i. zahid",N/A
dr. munshi mahbubur rahman,N/A
md. mamunur rashid,N/A
mafruha farzana,N/A
dr. md. obaidul  malek,N/A
abanti shama afroz,N/A
saiful hasan tariq,N/A
kazi muhammad jameel,N/A
raja rashidul hasan,N/A
raja rashidul hasan,N/A
kazi ahmed asif fuad,N/A
kazi ahmed asif fuad,N/A
kazi ahmed asif fuad,N/A
md. arif abdulla samy,N/A
dilruba ferdous shuvra,N/A
mehedi  hasan,N/A
shahriar hasan shehab,N/A
md. asaduzzaman shoeb,N/A
"sonia, nafiz ahmed chisty",N/A
"mehnaj mahbuba, nafiz ahmed chisty",N/A
tabassum  zarin,N/A
tabassum  zarin,N/A
dr. mollah rezaul alam,N/A
dr. mollah rezaul alam,N/A
dr. sajal  kumar das,N/A
dr. sajal  kumar das,N/A
dr. sajal  kumar das,N/A
dr. shameem ahmad,N/A
md. sariful islam,N/A
md. sariful islam,N/A
rethwan faiz,N/A
dr. md. tanvir hasan,N/A
dr. md. tanvir hasan,N/A
md. sariful islam,N/A
md. sariful islam,N/A
md. sariful islam,N/A
ashik ikbal,N/A
dr. md. kharshiduzzaman,N/A
"shameem ahmad, saad mekhilef, fadi m. albatsh, shuvra saha","""performance improvement of power system network by placing unified power flow controller at appropriate location"""
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
md. hasib noor,N/A
md. hasib noor,N/A
mohammed azizul mohith,N/A
mohammed azizul mohith,N/A
mohammed azizul mohith,N/A
rashedul hoque,N/A
dr. md. anwar hossain,N/A
md. wayesh qarony,N/A
md. wayesh qarony,N/A
md. wayesh qarony,N/A
md. wayesh qarony,N/A
dr. md. abu abdullah,N/A
dr. md. abu abdullah,N/A
mohammad ismail hossain,N/A
mohammad ismail hossain,N/A
mohammad ismail hossain,N/A
mohammad ismail hossain,N/A
mohammad ismail hossain,N/A
mohammad ismail hossain,N/A
shahreen  hassan,N/A
shahriar hasan shehab,N/A
mahmoodul islam,N/A
sumaiya  umme hani,N/A
md ashif islam oni,N/A
asif  mahfuz,N/A
md ashif islam oni,N/A
dr. effat jahan,N/A
abul  hasnat,N/A
dr. md. hasan imam,N/A
dr. md. abdur rahman,N/A
ashik mannan vaskor,N/A
ashik mannan vaskor,N/A
ashik mannan vaskor,N/A
mahmoodul islam,N/A
mahmoodul islam,N/A
dr. md. abu bakar siddiqui,N/A
dr. md. saniat rahman zishan,N/A
m. arefeen ibrahim,N/A
dr. md. ehasanul haque,N/A
dr. ashiqur  rahman,N/A
dr. ashiqur  rahman,N/A
mohammad zohurul islam,N/A
s.m. tasmeeh  ahsan,N/A
s.m. tasmeeh  ahsan,N/A
"md. shazzad hossain, sujan howlader and rinku basak.","""investigating the q-factor and ber of a wdm system in optical fiber communication network by using soa."""
"raja rashidul hasan, rubel mahmud, abedul hadi, sujan howlader","""analysis of three phase fault condition & sharing power at different loads by a proposed hybrid ac-dc smart micro-grid"""
dr. md. rifat  hazari,N/A
dr. md. rifat  hazari,N/A
dr. md. rifat  hazari,N/A
dr. m.  tanseer ali,N/A
dr. m.  tanseer ali,N/A
dr. m.  tanseer ali,N/A
md. nazibur  rahman,N/A
abu hena md. shatil,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
farhadur arifin,N/A
farhadur arifin,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
nirjhor tahmidur rouf,N/A
dr. m.  tanseer ali,N/A
dr. md. mohiuddin uzzal,N/A
dr. md. mohiuddin uzzal,N/A
"sujan howlader, md. shazzad hossain, raja rashidul hasan, rinku basak","""efficient data transmission through fiber optic communication system using soa."""
nafish sarwar islam,N/A
nafish sarwar islam,N/A
nafish sarwar islam,N/A
nafish sarwar islam,N/A
nirjhor tahmidur rouf,N/A
md. abid  hasan,N/A
dr. md. abdur rahman,N/A
dr. md. abdur rahman,N/A
dr. md. hasan imam,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
dr. effat jahan,N/A
md ashif islam oni,N/A
fauzia rahman mouri,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
mohammad shafquatul islam,N/A
bakibillah  a.s.m,N/A
dr. saimum  kabir,N/A
dr. nadia  anam,N/A
md. wayesh qarony,N/A
sharmin jahan,N/A
md. wayesh qarony,N/A
ishtiaque abedin zissan,N/A
tasnuva tasneem,N/A
tasnuva tasneem,N/A
shahriar hasan shehab,N/A
shahriar hasan shehab,N/A
farhadur arifin,N/A
md.  sajid hossain,N/A
md.  sajid hossain,N/A
sadia   yasmin,N/A
sadia   yasmin,N/A
sadia   yasmin,N/A
farhadur arifin,N/A
m. s.   muhit,N/A
shahreen  hassan,N/A
shahreen  hassan,N/A
mania tahsina taher,N/A
raja rashidul hasan,N/A
tawsif ibne alam,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
mohammad ismail hossain,N/A
dr. rinku  basak,N/A
rashedul hoque,N/A
abu hena md. shatil,N/A
dr. nadia afroze,N/A
md. nasimul islam maruf,N/A
asif  ahmed,N/A
hafiz rakibul,N/A
tajbia karim,N/A
tajbia karim,N/A
m. arefeen ibrahim,N/A
habib  muhammad nazir ahmad,N/A
fairuza  faiz,N/A
chowdhury akram hossain,N/A
"mehnaj mahbuba, nafiz ahmed chisty",N/A
"md. minhaz zaman lasker, nafiz ahmed chisty",N/A
"md. minhaz zaman lasker, md. shahadat hossain majumdar, h.m. ashiqur rahman chowdhury, jannatul ferdous, nafiz ahmed chisty",N/A
dr. m.  tanseer ali,N/A
dr. m.  tanseer ali,N/A
dr. m.  tanseer ali,N/A
"susmita ghosh, md. didarul islam shaurov, supriyo roy dip,  md. ahmadul kabir, wahidur rahman upal","""small scale horizontal axis wind turbine"""
ivy saha  roy,N/A
"mohammad nasir uddin, takaaki kizu, yasuhiro hinokuma, bingzhou hong, akio tajima, kazutoshi kato, kiichi hamamoto","""high intrinsic modulation bandwidth ingaasp/ingaasp 1.55μm asymmetric active multimode interferometer laser diode by using split pump configuration"""
"mohammad nasir uddin, takaaki kizu, yasuhiro hinokuma, kazuhiro tanabe, akio tajima, kazutoshi kato, kiichi hamamoto","""split pump region in 1.55 μm ingaasp/ingaasp asymmetric active multi-mode interferometer laser diode for improved modulation bandwidth"""
dr. md. abu abdullah,N/A
dr. md. abu abdullah,N/A
dr. md. abu abdullah,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
dr. md. kamrul hassan,N/A
md. sakhawath hossain,N/A
dr. md. kharshiduzzaman,N/A
dr. md. kharshiduzzaman,N/A
dr. md. tanvir hasan,N/A
ahmed mortuza saleque,N/A
dr. md. abu abdullah,N/A
dr. md. abu abdullah,N/A
dr. shameem ahmad,N/A
dr. md. rifat  hazari,N/A
dr. md. rifat  hazari,N/A
dr. md. rifat  hazari,N/A
dr. md. rifat  hazari,N/A
dr. sajal  kumar das,N/A
dr. sajal  kumar das,N/A
md. nazibur  rahman,N/A
md. nazibur  rahman,N/A
dr. mollah rezaul alam,N/A
sumaiya  umme hani,N/A
dr. mollah rezaul alam,N/A
chowdhury akram hossain,N/A
dr. md. saniat rahman zishan,N/A
"arifuzzaman md, tosikur rahman, ahammad emtiaz, islam md. rashedul, nafiz ahmed chisty",N/A
dr. md. anwar hossain,N/A
zeenat  afroze,N/A
zeenat  afroze,N/A
zeenat  afroze,N/A
zeenat  afroze,N/A
debajit  saha,N/A
dr. shameem ahmad,N/A
susmita ghosh,"""analysis of effect of conductor line on folded type meander-line antenna"""
susmita ghosh,"""design of multiband meander-line antennas and their performance analysis"""
kazi firoz ahmed,N/A
md. arif abdulla samy,N/A
rifat  nazneen,N/A
rafia  akhter,N/A
kazi ahmed asif fuad,N/A
dr. md. obaidul  malek,N/A
kawshik shikder,"""intelligent  system  for  train  engine  with  automatic  gate controlling using wireless technology in bangladesh"""
dr. munshi mahbubur rahman,"""analytical bit error rate performance evaluation of a ofdm power line communication system impaired by impulsive and gaussian channel noise"""
dr. mohammad tawhidul alam,N/A
"ahmed al mansur, biplob chandra shil, kazi khairul islam, md. ashraful hoque, and muhibul haque bhuyan",N/A
"muhibul haque bhuyan, sher shermin azmiri khan, and mohammad ziaur rahman","""teaching analog electronics course for electrical engineering students in cognitive domain"""
muhibul haque bhuyan,N/A
muhibul haque bhuyan,N/A
muhibul haque bhuyan and sher shermin azmiri khan,"""teaching a numerical analysis course for electrical engineering students in the cognitive domain"""
md. ashiquzzaman,"""performance enhancement of laser based modern railway mobile platform crossing system"""
md. ashiquzzaman,"""effects of variation of injection current, differential gain and injection current efficiency on the modulation performance of a gainp based 635nm mqw red laser"""
md.  sajid hossain,"""design optimization of 4-channel wdm optical communication system using edfa"""
dr. monon mahboob,N/A
dr. monon mahboob,N/A
dr. monon mahboob,N/A
"nm martin, maxime van den bossche, h gronbeck, c hakanoglu, johan gustafson, sara blomberg, mohammad a arman, a antony, r rai, a asthagiri, jf weaver, edvin lundgren","""dissociative adsorption of hydrogen on pdo (101) studied by hrcls and dft"""
"elin granas, mie andersen, mohammad a arman, timm gerber, bjørk hammer, joachim schnadt, jesper n andersen, thomas michely, jan knudsen","""co intercalation of graphene on ir (111) in the millibar regime"""
"p ferstl, s mehl, mohammad a arman, m schuler, a toghan, b laszlo, y lykhach, o brummel, edvin lundgren, jan knudsen, l hammer, ma schneider, j libuda","""adsorption and activation of co on co3o4(111) thin films"""
dr. tanbir ibne anowar,"""wireless power transmission in wireless sensor network- a solution to the power constraint"""
"tausif ali, iftekhar zaman arnab, saiful islam bhuiyan, iftekhar hossain, m shidujaman","""feasibility study of rnpp (rooppur nuclear power project) in bangladesh"""
"iftekhar zaman arnab, tausif ali, m shidujaman, md mayen hossain","""consideration of environmental effect of power generation: bangladesh perspective"""
muhibul haque bhuyan,"""newton’s method of optimization: a simpler approach"""
muhibul haque bhuyan and quazi deen mohd khosru,"""analytical subthreshold drain current model incorporating inversion layer effective mobility model for pocket implanted nano scale n-mosfet"""
"muhibul haque bhuyan, fouzia ferdous, and quazi deen mohd khosru","""a semi-analytical drain current deflection model for the symmetric pocket implanted n-mosfet using lorentz force analysis"""
"m.t. alam, t. ahamed, y. tareq, a. wahid and s. hossain","""prospect of pumped storage hydroelectric power generation in bangladesh through sea water pumping"""
dr. munshi mahbubur rahman,N/A
dr. md. obaidul  malek,N/A
rafia  akhter,N/A
dr. md. jahid hasan,N/A
dr. md. jahid hasan,N/A
"humayun kabir, chika sugimoto, ryuji kohno","""h. kabir, c. sugimoto and r. kohno, ""hybrid real-time and preset processing for indoor radio geo-location in dense multipath environments"","""
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
tabassum  zarin,N/A
dr. md. abu abdullah,N/A
dr. md. tanvir hasan,N/A
ivy saha  roy,N/A
dr. m.  tanseer ali,N/A
chowdhury akram hossain,N/A
"nafiz ahmed chisty, imran khan and m. irfan zeb awan",N/A
fairuza  faiz,N/A
m. arefeen ibrahim,N/A
saiful hasan tariq,N/A
saiful hasan tariq,N/A
raja rashidul hasan,N/A
ashik ikbal,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
rinku basak and saiful islam,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
rashedul hoque,N/A
rashedul hoque,N/A
tawsif ibne alam,N/A
tawsif ibne alam,N/A
tawsif ibne alam,N/A
m. s.   muhit,N/A
m. s.   muhit,N/A
m. s.   muhit,N/A
m. s.   muhit,N/A
nabila  hossain,N/A
"shuvra saha, md. shamsul arefin","""performance evaluation of punctured convolutional hamming code in awgn channel"""
fahim  ahmed,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
mahmoodul islam,N/A
dr. md. saniat rahman zishan,N/A
mohammad shafquatul islam,N/A
bakibillah  a.s.m,N/A
mania tahsina taher,N/A
sayed  muhammad baker,N/A
md. nazibur  rahman,N/A
hasan ahmed chowdury,N/A
abul  hasnat,N/A
dr. md. abdur rahman,N/A
dr. md. abdur rahman,N/A
dr. md. hasan imam,N/A
tahia  fahrin karim,N/A
tahia  fahrin karim,N/A
tahia  fahrin karim,N/A
nirjhor tahmidur rouf,N/A
nafish sarwar islam,N/A
nafish sarwar islam,N/A
nafish sarwar islam,N/A
"tamal roy, avijit das, sujan howlader, md. ronok hasan rubel and rinku basak.","""design and performance analysis of a 1550nm al0.09ga0.38in0.53as/inp mqw vcsel by varying injection current."""
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
dr. mohammad abdul mannan,N/A
s. m. imrat rahman,N/A
dr. mohammad asaduzzaman khan,N/A
dr. md. hasan imam,N/A
dr. md. kamrul hassan,N/A
dr. saimum  kabir,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
dr. rinku  basak,N/A
mahmoodul islam,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
dr. md. saniat rahman zishan,N/A
kazi firoz ahmed,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
bishwajit  banik pathik,N/A
kamrul hasan,N/A
kamrul hasan,N/A
md. adnan quaium,N/A
dr. nadia afroze,N/A
md. mizanur rahman,N/A
sabera sadat shurovi,N/A
saiful hasan tariq,N/A
saiful hasan tariq,N/A
saiful hasan tariq,N/A
saiful hasan tariq,N/A
ivy saha  roy,N/A
dr. md. tanvir hasan,N/A
dr. md. abu abdullah,N/A
ahmed mortuza saleque,N/A
"mohammad abdul mannan, asif islam, mohammad nasir uddin, mohammad kamrul hassan, toshiaki murata, junji tamura","""fuzzy-logic based speed control of induction motor considering core loss into account"""
"md. humayun kabir,  ryuji kohno","""kabir m.h., kohno r.  “a hybrid toa-fingerprinting based localization of mobile nodes using uwb signaling for non line-of-sight conditions”,"""
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
tabassum  zarin,N/A
dr. md. anwar hossain,N/A
dr. md. anwar hossain,N/A
